,Idade,Demissão,Viagem de negócios,Diárias recebidas,Departamento,Distância de Casa,Escolaridade,Área de Formação,Número de contratos de trabalho na empresa,ID Funcionário,Nível de Satisfação com o ambiente de trabalho,Gênero,Salário por hora,Nível de envolvimento com o trabalho,Nível hierárquico,Cargo,Satisfação com o trabalho,Estado civil,Renda mensal,Salário Mensal,qtde de empresas que já trabalhou,Maior de idade,Faz hora extra,percentual de aumento de salário,score de performance,Satisfação nas relações Não trabalho,Jornada padrão de trabalho,opção de remaunração variável em ações,Total de anos trabalhados,Qtde de treinamentos realizados no último ano,Equilíbrio vida trabalho,Total de anos trabalhados na empresa,Anos trabalhados na função atual,Anos desde a última promoção,Anos trabalhando com o atual gestor
25,36,Sim,Viaja raramente,318,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,90,4,Masculino,79,2,1,Pesquisador cientista,3,Casado,3388,21777,0,Sim,Sim,17,3,1,80,1,2,0,2,1,0,0,0
26,45,Não,Viaja raramente,193,Pesquisa e Desenvolvimento,6,4,Outras,1,101,4,Masculino,52,3,3,Diretor de pesquisa,1,Casado,13245,15067,4,Sim,Sim,14,3,2,80,0,17,3,4,0,0,0,0
27,46,Não,Viaja raramente,945,Recursos HumaNãos,5,2,Ciências Médicas,1,103,2,Masculino,80,3,2,Recursos HumaNãos,2,Divorciado,5021,10425,8,Sim,Sim,22,4,4,80,1,16,2,3,4,2,0,2
28,30,Não,Viaja raramente,852,Pesquisa e Desenvolvimento,1,1,Ciências Humanas,1,104,4,Masculino,55,2,2,Técnico de Laboratório,4,Casado,5126,15998,1,Sim,Sim,12,3,3,80,2,10,1,2,10,8,3,0
29,38,Não,Não Viaja,573,Pesquisa e Desenvolvimento,6,3,Ciências Médicas,1,107,2,Feminino,79,1,2,Pesquisador cientista,4,Divorciado,5329,15717,7,Sim,Sim,12,3,4,80,3,17,3,3,13,11,1,9
30,51,Não,Viaja raramente,632,Vendas,21,4,Marketing,1,120,3,Masculino,71,3,2,Executivo de vendas,4,Solteiro,5441,8423,0,Sim,Sim,22,4,4,80,0,11,2,1,10,7,1,0
31,30,Não,Viaja raramente,1334,Vendas,4,2,Ciências Médicas,1,121,3,Feminino,63,2,2,Executivo de vendas,2,Divorciado,5209,19760,1,Sim,Sim,12,3,2,80,3,11,4,2,11,8,2,7
32,46,Não,Viaja frequentemente,638,Pesquisa e Desenvolvimento,1,3,Ciências Médicas,1,124,3,Masculino,40,2,3,Reprentante de saúde,1,Casado,10673,3142,2,Sim,Sim,13,3,3,80,1,21,5,2,10,9,9,5
33,37,Sim,Viaja raramente,807,Recursos HumaNãos,6,4,Recursos HumaNãos,1,133,3,Masculino,63,3,1,Recursos HumaNãos,1,Divorciado,2073,23648,4,Sim,Sim,22,4,4,80,0,7,3,3,3,2,0,2
34,20,Sim,Viaja frequentemente,871,Pesquisa e Desenvolvimento,6,3,Ciências Humanas,1,137,4,Feminino,66,2,1,Técnico de Laboratório,4,Solteiro,2926,19783,1,Sim,Sim,18,3,2,80,0,1,5,3,1,0,1,0
35,50,Não,Viaja frequentemente,1115,Pesquisa e Desenvolvimento,1,3,Ciências Humanas,1,141,1,Feminino,73,3,5,Diretor de pesquisa,2,Casado,18172,9755,3,Sim,Sim,19,3,1,80,0,28,1,2,8,3,0,7
36,25,Sim,Viaja raramente,240,Vendas,5,3,Marketing,1,142,3,Masculino,46,2,2,Executivo de vendas,3,Solteiro,5744,26959,1,Sim,Sim,11,3,4,80,0,6,1,3,6,4,0,3
37,34,Sim,Viaja frequentemente,658,Pesquisa e Desenvolvimento,7,3,Ciências Humanas,1,147,1,Masculino,66,1,2,Técnico de Laboratório,3,Solteiro,6074,22887,1,Sim,Sim,24,4,4,80,0,9,3,3,9,7,0,6
38,54,Não,Não Viaja,142,Recursos HumaNãos,26,3,Recursos HumaNãos,1,148,4,Feminino,30,4,4,Gerente,4,Solteiro,17328,13871,2,Sim,Sim,12,3,3,80,0,23,3,3,5,3,4,4
39,43,Não,Viaja frequentemente,394,Vendas,26,2,Ciências Humanas,1,158,3,Masculino,92,3,4,Gerente,4,Casado,16959,19494,1,Sim,Sim,12,3,4,80,2,25,3,4,25,12,4,12
40,56,Sim,Viaja raramente,441,Pesquisa e Desenvolvimento,14,4,Ciências Humanas,1,161,2,Feminino,72,3,1,Pesquisador cientista,2,Casado,4963,4510,9,Sim,Sim,18,3,1,80,3,7,2,3,5,4,4,3
41,31,Sim,Viaja raramente,249,Vendas,6,4,Ciências Humanas,1,163,2,Masculino,76,1,2,Executivo de vendas,3,Casado,6172,20739,4,Sim,Sim,18,3,2,80,0,12,3,2,7,7,7,7
42,19,Sim,Viaja raramente,528,Vendas,22,1,Marketing,1,167,4,Masculino,50,3,1,Representante de vendas,3,Solteiro,1675,26820,1,Sim,Sim,19,3,4,80,0,0,2,2,0,0,0,0
43,31,Sim,Viaja raramente,542,Vendas,20,3,Ciências Humanas,1,175,2,Feminino,71,1,2,Executivo de vendas,3,Casado,4559,24788,3,Sim,Sim,11,3,3,80,1,4,2,3,2,2,2,2
44,41,Não,Viaja raramente,802,Vendas,9,1,Ciências Humanas,1,176,3,Masculino,96,3,3,Executivo de vendas,3,Divorciado,8189,21196,3,Sim,Sim,13,3,3,80,1,12,2,3,9,7,0,7
45,30,Não,Viaja raramente,1240,Recursos HumaNãos,9,3,Recursos HumaNãos,1,184,3,Masculino,48,3,2,Recursos HumaNãos,4,Casado,6347,13982,0,Sim,Sim,19,3,4,80,0,12,2,1,11,9,4,7
46,38,Não,Viaja raramente,364,Pesquisa e Desenvolvimento,3,5,EnsiNão técnico,1,193,4,Feminino,32,3,2,Pesquisador cientista,3,Solteiro,4317,2302,3,Sim,Sim,20,4,2,80,0,19,2,3,3,2,2,2
47,53,Não,Viaja raramente,1436,Vendas,6,2,Marketing,1,205,2,Masculino,34,3,2,Representante de vendas,3,Casado,2306,16047,2,Sim,Sim,20,4,4,80,1,13,3,1,7,7,4,5
48,58,Não,Viaja raramente,1145,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,214,2,Feminino,75,2,1,Pesquisador cientista,2,Casado,3346,11873,4,Sim,Sim,20,4,2,80,1,9,3,2,1,0,0,0
49,57,Não,Viaja raramente,334,Pesquisa e Desenvolvimento,24,2,Ciências Humanas,1,223,3,Masculino,83,4,3,Reprentante de saúde,4,Divorciado,9439,23402,3,Sim,Sim,16,3,2,80,1,12,2,1,5,3,1,4
50,27,Não,Não Viaja,1450,Pesquisa e Desenvolvimento,3,3,Ciências Médicas,1,224,3,Masculino,79,2,1,Pesquisador cientista,3,Divorciado,2566,25326,1,Sim,Sim,15,3,4,80,1,1,2,2,1,1,0,1
51,27,Não,Viaja raramente,1157,Pesquisa e Desenvolvimento,17,3,EnsiNão técnico,1,233,3,Masculino,51,3,1,Pesquisador cientista,2,Casado,3058,13364,0,Sim,Sim,16,3,4,80,1,6,3,2,5,2,1,1
52,45,Não,Viaja raramente,1268,Vendas,4,2,Ciências Humanas,1,240,3,Feminino,30,3,2,Executivo de vendas,1,Divorciado,5006,6319,4,Sim,Sim,11,3,1,80,1,9,3,4,5,4,0,3
53,56,Não,Viaja raramente,713,Pesquisa e Desenvolvimento,8,3,Ciências Humanas,1,241,3,Feminino,67,3,1,Pesquisador cientista,1,Divorciado,4257,13939,4,Sim,Sim,18,3,3,80,1,19,3,3,2,2,2,2
54,31,Não,Viaja raramente,140,Pesquisa e Desenvolvimento,12,1,Ciências Médicas,1,246,3,Feminino,95,3,1,Pesquisador cientista,4,Casado,3929,6984,8,Sim,Sim,23,4,3,80,1,7,0,3,4,2,0,2
55,41,Sim,Viaja raramente,1356,Vendas,20,2,Marketing,1,248,2,Feminino,70,3,1,Representante de vendas,2,Solteiro,3140,21728,1,Sim,Sim,22,4,4,80,0,4,5,2,4,3,0,2
56,35,Sim,Viaja raramente,556,Pesquisa e Desenvolvimento,23,2,Ciências Humanas,1,261,2,Masculino,50,2,2,Diretor de manufatura,3,Casado,5916,15497,3,Sim,Sim,13,3,1,80,0,8,1,3,1,0,0,1
57,37,Não,Viaja raramente,290,Pesquisa e Desenvolvimento,21,3,Ciências Humanas,1,267,2,Masculino,65,4,1,Pesquisador cientista,1,Casado,3564,22977,1,Sim,Sim,12,3,1,80,1,8,3,2,8,7,1,7
58,49,Não,Não Viaja,1002,Pesquisa e Desenvolvimento,18,4,Ciências Humanas,1,275,4,Masculino,92,3,2,Diretor de manufatura,4,Divorciado,6804,23793,1,Sim,Sim,15,3,1,80,2,7,0,3,7,7,1,7
59,34,Não,Viaja frequentemente,878,Pesquisa e Desenvolvimento,10,4,Ciências Médicas,1,277,4,Masculino,43,3,1,Pesquisador cientista,3,Divorciado,3815,5972,1,Sim,Sim,17,3,4,80,1,5,4,4,5,3,2,0
60,40,Não,Viaja raramente,905,Pesquisa e Desenvolvimento,19,2,Ciências Médicas,1,281,3,Masculino,99,3,2,Técnico de Laboratório,4,Casado,2741,16523,8,Sim,Sim,15,3,3,80,1,15,2,4,7,2,3,7
61,38,Sim,Viaja raramente,1180,Pesquisa e Desenvolvimento,29,1,Ciências Médicas,1,282,2,Masculino,70,3,2,Reprentante de saúde,1,Casado,6673,11354,7,Sim,Sim,19,3,2,80,0,17,2,3,1,0,0,0
62,22,Não,Viaja raramente,1136,Pesquisa e Desenvolvimento,5,3,Ciências Humanas,1,284,4,Masculino,60,4,1,Pesquisador cientista,2,Divorciado,2328,12392,1,Sim,Sim,16,3,1,80,1,4,2,2,4,2,2,2
63,30,Sim,Viaja raramente,1005,Pesquisa e Desenvolvimento,3,3,EnsiNão técnico,1,297,4,Feminino,88,3,1,Pesquisador cientista,1,Solteiro,2657,8556,5,Sim,Sim,11,3,3,80,0,8,5,3,5,2,0,4
64,41,Não,Viaja raramente,896,Vendas,6,3,Ciências Humanas,1,298,4,Feminino,75,3,3,Gerente,4,Solteiro,13591,14674,3,Sim,Sim,18,3,3,80,0,16,3,3,1,0,0,0
65,37,Não,Viaja frequentemente,663,Pesquisa e Desenvolvimento,11,3,Outras,1,306,2,Masculino,47,3,3,Diretor de pesquisa,4,Divorciado,12185,10056,1,Sim,Sim,14,3,3,80,3,10,1,3,10,8,0,7
66,29,Sim,Viaja raramente,896,Pesquisa e Desenvolvimento,18,1,Ciências Médicas,1,315,3,Masculino,86,2,1,Pesquisador cientista,4,Solteiro,2389,14961,1,Sim,Sim,13,3,3,80,0,4,3,2,4,3,0,1
67,33,Sim,Viaja raramente,813,Pesquisa e Desenvolvimento,14,3,Ciências Médicas,1,325,3,Masculino,58,3,1,Técnico de Laboratório,4,Casado,2436,22149,5,Sim,Sim,13,3,3,80,1,8,2,1,5,4,0,4
68,43,Não,Viaja raramente,1034,Vendas,16,3,Marketing,1,327,4,Feminino,80,3,4,Gerente,4,Casado,16064,7744,5,Sim,Sim,22,4,3,80,1,22,3,3,17,13,1,9
69,52,Não,Não Viaja,771,Vendas,2,4,Ciências Humanas,1,329,1,Masculino,79,2,5,Gerente,3,Solteiro,19068,21030,1,Sim,Sim,18,3,4,80,0,33,2,4,33,7,15,12
70,32,Sim,Viaja raramente,515,Pesquisa e Desenvolvimento,1,3,Ciências Humanas,1,331,4,Masculino,62,2,1,Técnico de Laboratório,3,Solteiro,3730,9571,0,Sim,Sim,14,3,4,80,0,4,2,1,3,2,1,2
71,42,Não,Viaja raramente,916,Pesquisa e Desenvolvimento,17,2,Ciências Humanas,1,347,4,Feminino,82,4,2,Pesquisador cientista,1,Solteiro,6545,23016,3,Sim,Sim,13,3,3,80,0,10,1,3,3,2,0,2
72,42,Não,Viaja raramente,269,Pesquisa e Desenvolvimento,2,3,Ciências Médicas,1,351,4,Feminino,56,2,1,Técnico de Laboratório,1,Divorciado,2593,8007,0,Sim,Sim,11,3,3,80,1,10,4,3,9,6,7,8
73,46,Não,Viaja raramente,488,Vendas,2,3,EnsiNão técnico,1,363,3,Feminino,75,1,4,Gerente,2,Casado,16872,14977,3,Sim,Sim,12,3,2,80,1,28,2,2,7,7,7,7
74,45,Não,Viaja raramente,1385,Pesquisa e Desenvolvimento,20,2,Ciências Médicas,1,372,3,Masculino,79,3,4,Reprentante de saúde,4,Casado,13496,7501,0,Sim,Sim,14,3,2,80,0,21,2,3,20,7,4,10
75,55,Não,Viaja raramente,452,Pesquisa e Desenvolvimento,1,3,Ciências Médicas,1,374,4,Masculino,81,3,5,Gerente,1,Solteiro,19045,18938,0,Sim,Sim,14,3,3,80,0,37,2,3,36,10,4,13
76,47,Sim,Não Viaja,666,Pesquisa e Desenvolvimento,29,4,Ciências Humanas,1,376,1,Masculino,88,3,3,Gerente,2,Casado,11849,10268,1,Sim,Sim,12,3,4,80,1,10,2,2,10,7,9,9
77,37,Não,Não Viaja,728,Pesquisa e Desenvolvimento,1,4,Ciências Médicas,1,380,1,Feminino,80,3,3,Diretor de pesquisa,4,Divorciado,13603,11677,2,Sim,Sim,18,3,1,80,2,15,2,3,5,2,0,2
78,38,Não,Viaja raramente,322,Vendas,7,2,Ciências Médicas,1,382,1,Feminino,44,4,2,Executivo de vendas,1,Divorciado,5605,19191,1,Sim,Sim,24,4,3,80,1,8,3,3,8,0,7,7
79,53,Não,Viaja raramente,1070,Pesquisa e Desenvolvimento,3,4,Ciências Médicas,1,386,3,Masculino,45,3,4,Diretor de pesquisa,3,Casado,17584,21016,3,Sim,Sim,16,3,4,80,3,21,5,2,5,3,1,3
80,55,Não,Viaja raramente,147,Pesquisa e Desenvolvimento,20,2,EnsiNão técnico,1,389,2,Masculino,37,3,2,Técnico de Laboratório,4,Casado,5415,15972,3,Sim,Sim,19,3,4,80,1,12,4,3,10,7,0,8
81,26,Não,Viaja frequentemente,496,Pesquisa e Desenvolvimento,11,2,Ciências Médicas,1,390,1,Masculino,60,3,2,Reprentante de saúde,1,Casado,4741,22722,1,Sim,Sim,13,3,3,80,1,5,3,3,5,3,3,3
82,44,Sim,Viaja frequentemente,920,Pesquisa e Desenvolvimento,24,3,Ciências Humanas,1,392,4,Masculino,43,3,1,Técnico de Laboratório,3,Divorciado,3161,19920,3,Sim,Sim,22,4,4,80,1,19,0,1,1,0,0,0
83,26,Sim,Viaja raramente,1449,Pesquisa e Desenvolvimento,16,4,Ciências Médicas,1,394,1,Masculino,45,3,1,Técnico de Laboratório,2,Divorciado,2373,14180,2,Sim,Sim,13,3,4,80,1,5,2,3,3,2,0,2
84,49,Não,Viaja frequentemente,636,Pesquisa e Desenvolvimento,10,4,Ciências Humanas,1,396,3,Feminino,35,3,5,Diretor de pesquisa,1,Solteiro,18665,25594,9,Sim,Sim,11,3,4,80,0,22,4,3,3,2,1,2
85,26,Sim,Viaja raramente,950,Vendas,4,4,Marketing,1,401,4,Masculino,48,2,2,Executivo de vendas,4,Solteiro,5828,8450,1,Sim,Sim,12,3,2,80,0,8,0,3,8,7,7,4
86,37,Não,Viaja frequentemente,889,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,403,2,Masculino,53,3,1,Pesquisador cientista,4,Casado,2326,11411,1,Sim,Sim,12,3,3,80,3,4,3,2,4,2,1,2
87,58,Não,Não Viaja,390,Pesquisa e Desenvolvimento,1,4,Ciências Humanas,1,422,4,Masculino,32,1,2,Reprentante de saúde,3,Divorciado,5660,17056,2,Sim,Sim,13,3,4,80,1,12,2,3,5,3,1,2
88,31,Não,Viaja raramente,691,Pesquisa e Desenvolvimento,5,4,EnsiNão técnico,1,423,3,Masculino,86,3,1,Pesquisador cientista,4,Casado,4821,10077,0,Sim,Sim,12,3,3,80,1,6,4,3,5,2,0,3
89,31,Não,Viaja raramente,192,Pesquisa e Desenvolvimento,2,4,Ciências Humanas,1,426,3,Masculino,32,3,1,Pesquisador cientista,4,Divorciado,2695,7747,0,Sim,Sim,18,3,2,80,1,3,2,1,2,2,2,2
90,39,Não,Viaja raramente,117,Pesquisa e Desenvolvimento,10,1,Ciências Médicas,1,429,3,Masculino,99,3,4,Gerente,1,Casado,17068,5355,1,Sim,Sim,14,3,4,80,0,21,3,3,21,9,11,10
91,49,Não,Viaja raramente,1091,Pesquisa e Desenvolvimento,1,2,EnsiNão técnico,1,431,3,Feminino,90,2,4,Reprentante de saúde,3,Solteiro,13964,17810,7,Sim,Sim,12,3,4,80,0,25,2,3,7,1,0,7
92,27,Não,Viaja raramente,1220,Pesquisa e Desenvolvimento,5,3,Ciências Humanas,1,434,3,Feminino,85,3,1,Pesquisador cientista,2,Solteiro,2478,20938,1,Sim,Sim,12,3,2,80,0,4,2,2,4,3,1,2
93,32,Não,Viaja raramente,588,Vendas,8,2,EnsiNão técnico,1,436,3,Feminino,65,2,2,Executivo de vendas,2,Casado,5228,24624,1,Sim,Sim,11,3,4,80,0,13,2,3,13,12,11,9
94,27,Não,Viaja raramente,1377,Vendas,2,3,Ciências Humanas,1,437,4,Masculino,74,3,2,Executivo de vendas,3,Solteiro,4478,5242,1,Sim,Sim,11,3,1,80,0,5,3,3,5,4,0,4
95,28,Sim,Viaja raramente,1157,Pesquisa e Desenvolvimento,2,4,Ciências Médicas,1,440,1,Masculino,84,1,1,Pesquisador cientista,4,Casado,3464,24737,5,Sim,Sim,13,3,4,80,0,5,4,2,3,2,2,2
96,39,Sim,Viaja raramente,1162,Vendas,3,2,Ciências Médicas,1,445,4,Feminino,41,3,2,Executivo de vendas,3,Casado,5238,17778,4,Sim,Sim,18,3,1,80,0,12,3,2,1,0,0,0
97,27,Não,Não Viaja,210,Vendas,1,1,Marketing,1,449,3,Masculino,73,3,2,Executivo de vendas,2,Casado,6349,22107,0,Sim,Sim,13,3,4,80,1,6,0,3,5,4,1,4
98,40,Não,Viaja raramente,1124,Vendas,1,2,Ciências Médicas,1,453,2,Masculino,57,1,2,Executivo de vendas,4,Casado,7457,13273,2,Sim,Sim,22,4,3,80,3,6,2,2,4,3,0,2
99,29,Sim,Viaja raramente,318,Pesquisa e Desenvolvimento,8,4,Outras,1,454,2,Masculino,77,1,1,Técnico de Laboratório,1,Casado,2119,4759,1,Sim,Sim,11,3,4,80,0,7,4,2,7,7,0,7
100,38,Não,Viaja raramente,343,Pesquisa e Desenvolvimento,15,2,Ciências Humanas,1,461,3,Masculino,92,2,3,Diretor de pesquisa,4,Divorciado,11510,15682,0,Sim,Sim,14,3,2,80,1,12,3,3,11,10,2,9
101,31,Não,Viaja raramente,1232,Pesquisa e Desenvolvimento,7,4,Ciências Médicas,1,462,3,Feminino,39,3,3,Diretor de manufatura,4,Solteiro,7143,25713,1,Sim,Sim,14,3,3,80,0,11,2,2,11,9,4,10
102,29,Não,Viaja raramente,144,Vendas,10,1,Marketing,1,463,4,Feminino,39,2,2,Executivo de vendas,2,Divorciado,8268,11866,1,Sim,Sim,14,3,1,80,2,7,2,3,7,7,1,7
103,41,Não,Viaja raramente,483,Pesquisa e Desenvolvimento,6,3,Ciências Médicas,1,466,4,Masculino,95,2,2,Diretor de manufatura,2,Solteiro,6032,10110,6,Sim,Sim,15,3,4,80,0,8,3,3,5,4,1,2
104,42,Não,Viaja raramente,544,Recursos HumaNãos,2,1,EnsiNão técnico,1,470,3,Masculino,52,3,1,Recursos HumaNãos,3,Divorciado,2696,24017,0,Sim,Sim,11,3,3,80,1,4,5,3,3,2,1,0
105,37,Não,Viaja raramente,1319,Pesquisa e Desenvolvimento,6,3,Ciências Médicas,1,474,3,Masculino,51,4,2,Pesquisador cientista,1,Divorciado,5974,17001,4,Sim,Sim,13,3,1,80,2,13,2,3,7,7,6,7
106,30,Não,Não Viaja,641,Vendas,25,2,EnsiNão técnico,1,475,4,Feminino,85,3,2,Executivo de vendas,3,Casado,4736,6069,7,Sim,Sim,12,3,2,80,1,4,2,4,2,2,2,2
107,21,Sim,Viaja frequentemente,756,Vendas,1,1,EnsiNão técnico,1,478,1,Feminino,99,2,1,Representante de vendas,2,Solteiro,2174,9150,1,Sim,Sim,11,3,3,80,0,3,3,3,3,2,1,2
108,40,Não,Viaja raramente,1171,Pesquisa e Desenvolvimento,10,4,Ciências Humanas,1,483,4,Feminino,46,4,1,Técnico de Laboratório,3,Casado,2213,22495,3,Sim,Sim,13,3,3,80,1,10,3,3,7,7,1,7
109,33,Sim,Viaja raramente,350,Vendas,5,3,Marketing,1,485,4,Feminino,34,3,1,Representante de vendas,3,Solteiro,2851,9150,1,Sim,Sim,13,3,2,80,0,1,2,3,1,0,0,0
110,40,Sim,Viaja raramente,575,Vendas,22,2,Marketing,1,492,3,Masculino,68,2,2,Executivo de vendas,3,Casado,6380,6110,2,Sim,Sim,12,3,1,80,2,8,6,3,6,4,1,0
111,31,Não,Viaja raramente,408,Pesquisa e Desenvolvimento,9,4,Ciências Humanas,1,493,3,Masculino,42,2,1,Pesquisador cientista,2,Solteiro,2657,7551,0,Sim,Sim,16,3,4,80,0,3,5,3,2,2,2,2
112,34,Sim,Não Viaja,1362,Vendas,19,3,Marketing,1,502,1,Masculino,67,4,2,Executivo de vendas,4,Solteiro,5304,4652,8,Sim,Sim,13,3,2,80,0,9,3,2,5,2,0,4
113,55,Não,Viaja raramente,1311,Pesquisa e Desenvolvimento,2,3,Ciências Humanas,1,505,3,Feminino,97,3,4,Gerente,4,Solteiro,16659,23258,2,Sim,Sim,13,3,3,80,0,30,2,3,5,4,1,2
