,Idade,Demissão,Viagem de negócios,Diárias recebidas,Departamento,Distância de Casa,Escolaridade,Área de Formação,Número de contratos de trabalho na empresa,ID Funcionário,Nível de Satisfação com o ambiente de trabalho,Gênero,Salário por hora,Nível de envolvimento com o trabalho,Nível hierárquico,Cargo,Satisfação com o trabalho,Estado civil,Renda mensal,Salário Mensal,qtde de empresas que já trabalhou,Maior de idade,Faz hora extra,percentual de aumento de salário,score de performance,Satisfação nas relações Não trabalho,Jornada padrão de trabalho,opção de remaunração variável em ações,Total de anos trabalhados,Qtde de treinamentos realizados no último ano,Equilíbrio vida trabalho,Total de anos trabalhados na empresa,Anos trabalhados na função atual,Anos desde a última promoção,Anos trabalhando com o atual gestor
25,54,Não,Viaja raramente,1217,Pesquisa e Desenvolvimento,2,4,EnsiNão técnico,1,126,1,Feminino,60,3,3,Diretor de pesquisa,3,Casado,13549,24001,9,Sim,Não,12,3,1,80,1,16,5,1,4,3,0,3
26,44,Não,Não Viaja,489,Pesquisa e Desenvolvimento,23,3,Ciências Médicas,1,132,2,Masculino,67,3,2,Técnico de Laboratório,2,Casado,2042,25043,4,Sim,Não,12,3,3,80,1,17,3,4,3,2,1,2
27,37,Sim,Viaja raramente,807,Recursos HumaNãos,6,4,Recursos HumaNãos,1,133,3,Masculino,63,3,1,Recursos HumaNãos,1,Divorciado,2073,23648,4,Sim,Sim,22,4,4,80,0,7,3,3,3,2,0,2
28,37,Não,Não Viaja,1040,Pesquisa e Desenvolvimento,2,2,Ciências Humanas,1,139,3,Masculino,100,2,2,Reprentante de saúde,4,Divorciado,5163,15850,5,Sim,Não,14,3,4,80,1,17,2,4,1,0,0,0
29,59,Não,Não Viaja,1420,Recursos HumaNãos,2,4,Recursos HumaNãos,1,140,3,Feminino,32,2,5,Gerente,4,Casado,18844,21922,9,Sim,Não,21,4,4,80,1,30,3,3,3,2,2,2
30,34,Não,Viaja raramente,1031,Pesquisa e Desenvolvimento,6,4,Ciências Humanas,1,151,3,Feminino,45,2,2,Pesquisador cientista,2,Divorciado,4505,15000,6,Sim,Não,15,3,3,80,1,12,3,3,1,0,0,0
31,36,Não,Viaja raramente,922,Pesquisa e Desenvolvimento,3,2,Ciências Humanas,1,155,1,Feminino,39,3,1,Técnico de Laboratório,4,Divorciado,2835,2561,5,Sim,Não,22,4,1,80,1,7,2,3,1,0,0,0
32,56,Sim,Viaja raramente,441,Pesquisa e Desenvolvimento,14,4,Ciências Humanas,1,161,2,Feminino,72,3,1,Pesquisador cientista,2,Casado,4963,4510,9,Sim,Sim,18,3,1,80,3,7,2,3,5,4,4,3
33,51,Não,Viaja raramente,684,Pesquisa e Desenvolvimento,6,3,Ciências Humanas,1,162,1,Masculino,51,3,5,Diretor de pesquisa,3,Solteiro,19537,6462,7,Sim,Não,13,3,3,80,0,23,5,3,20,18,15,15
34,31,Sim,Viaja raramente,249,Vendas,6,4,Ciências Humanas,1,163,2,Masculino,76,1,2,Executivo de vendas,3,Casado,6172,20739,4,Sim,Sim,18,3,2,80,0,12,3,2,7,7,7,7
35,43,Não,Viaja frequentemente,957,Pesquisa e Desenvolvimento,28,3,Ciências Médicas,1,171,2,Feminino,72,4,1,Pesquisador cientista,3,Solteiro,4739,16090,4,Sim,Não,12,3,4,80,0,18,2,3,3,2,1,2
36,50,Não,Viaja frequentemente,809,Vendas,12,3,Marketing,1,174,3,Feminino,77,3,3,Executivo de vendas,4,Solteiro,9208,6645,4,Sim,Não,11,3,4,80,0,16,3,3,2,2,2,1
37,36,Não,Viaja raramente,216,Pesquisa e Desenvolvimento,6,2,Ciências Médicas,1,178,2,Masculino,84,3,2,Diretor de manufatura,2,Divorciado,4941,2819,6,Sim,Não,20,4,4,80,2,7,0,3,3,2,0,1
38,39,Não,Viaja raramente,1329,Vendas,4,4,Ciências Humanas,1,182,4,Feminino,47,2,2,Executivo de vendas,3,Casado,5902,14590,4,Sim,Não,14,3,3,80,1,17,1,4,15,11,5,9
39,32,Sim,Viaja raramente,1033,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,190,1,Feminino,41,3,1,Técnico de Laboratório,1,Solteiro,4200,10224,7,Sim,Não,22,4,1,80,0,10,2,4,5,4,0,4
40,45,Não,Viaja raramente,1316,Pesquisa e Desenvolvimento,29,3,Ciências Médicas,1,192,3,Masculino,83,3,1,Pesquisador cientista,4,Solteiro,3452,9752,5,Sim,Não,13,3,2,80,0,9,2,2,6,5,0,3
41,30,Não,Viaja raramente,201,Pesquisa e Desenvolvimento,5,3,EnsiNão técnico,1,197,4,Feminino,84,3,1,Pesquisador cientista,1,Divorciado,3204,10415,5,Sim,Não,14,3,4,80,1,8,3,3,3,2,2,2
42,41,Não,Viaja frequentemente,857,Pesquisa e Desenvolvimento,10,3,Ciências Humanas,1,199,4,Masculino,91,2,4,Gerente,1,Divorciado,17181,12888,4,Sim,Não,13,3,2,80,1,21,2,2,7,6,7,7
43,45,Não,Viaja raramente,194,Pesquisa e Desenvolvimento,9,3,Ciências Humanas,1,206,2,Masculino,60,3,2,Técnico de Laboratório,2,Divorciado,2348,10901,8,Sim,Não,18,3,3,80,1,20,2,1,17,9,0,15
44,58,Não,Viaja raramente,1145,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,214,2,Feminino,75,2,1,Pesquisador cientista,2,Casado,3346,11873,4,Sim,Sim,20,4,2,80,1,9,3,2,1,0,0,0
45,40,Não,Viaja raramente,630,Vendas,4,4,Marketing,1,215,3,Masculino,67,2,3,Executivo de vendas,4,Casado,10855,8552,7,Sim,Não,11,3,1,80,1,15,2,2,12,11,2,11
46,34,Não,Viaja frequentemente,303,Vendas,2,4,Marketing,1,216,3,Feminino,75,3,1,Representante de vendas,3,Casado,2231,11314,6,Sim,Não,18,3,4,80,1,6,3,3,4,3,1,2
47,27,Não,Não Viaja,691,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,218,4,Masculino,57,3,1,Pesquisador cientista,2,Divorciado,2024,5970,6,Sim,Não,18,3,4,80,1,6,1,1,2,2,2,2
48,41,Não,Viaja raramente,465,Pesquisa e Desenvolvimento,14,3,Ciências Humanas,1,227,1,Masculino,56,3,1,Pesquisador cientista,3,Divorciado,2451,4609,4,Sim,Não,12,3,1,80,1,13,2,3,9,8,1,8
49,38,Não,Viaja raramente,702,Vendas,1,4,Ciências Humanas,1,230,1,Feminino,59,2,2,Executivo de vendas,4,Solteiro,8686,12930,4,Sim,Não,22,4,3,80,0,12,2,4,8,3,0,7
50,36,Não,Viaja frequentemente,1480,Pesquisa e Desenvolvimento,3,2,Ciências Médicas,1,238,4,Masculino,30,3,1,Técnico de Laboratório,2,Solteiro,2088,15062,4,Sim,Não,12,3,3,80,0,13,3,2,8,7,7,2
51,45,Não,Viaja raramente,1268,Vendas,4,2,Ciências Humanas,1,240,3,Feminino,30,3,2,Executivo de vendas,1,Divorciado,5006,6319,4,Sim,Sim,11,3,1,80,1,9,3,4,5,4,0,3
52,56,Não,Viaja raramente,713,Pesquisa e Desenvolvimento,8,3,Ciências Humanas,1,241,3,Feminino,67,3,1,Pesquisador cientista,1,Divorciado,4257,13939,4,Sim,Sim,18,3,3,80,1,19,3,3,2,2,2,2
53,31,Não,Viaja raramente,140,Pesquisa e Desenvolvimento,12,1,Ciências Médicas,1,246,3,Feminino,95,3,1,Pesquisador cientista,4,Casado,3929,6984,8,Sim,Sim,23,4,3,80,1,7,0,3,4,2,0,2
54,55,Não,Viaja raramente,692,Pesquisa e Desenvolvimento,14,4,Ciências Médicas,1,254,3,Masculino,61,4,5,Diretor de pesquisa,2,Solteiro,18722,13339,8,Sim,Não,11,3,4,80,0,36,3,3,24,15,2,15
55,43,Não,Não Viaja,1344,Pesquisa e Desenvolvimento,7,3,Ciências Médicas,1,262,4,Masculino,37,4,1,Pesquisador cientista,4,Divorciado,2089,5228,4,Sim,Não,14,3,4,80,3,7,3,4,5,4,2,2
56,45,Não,Não Viaja,1195,Pesquisa e Desenvolvimento,2,2,Ciências Médicas,1,264,1,Masculino,65,2,4,Gerente,4,Casado,16792,20462,9,Sim,Não,23,4,4,80,1,22,1,3,20,8,11,8
57,35,Não,Viaja frequentemente,138,Pesquisa e Desenvolvimento,2,3,Ciências Médicas,1,269,2,Feminino,37,3,2,Técnico de Laboratório,2,Solteiro,4425,15986,5,Sim,Não,11,3,4,80,0,10,5,3,6,2,1,2
58,38,Não,Viaja raramente,1261,Pesquisa e Desenvolvimento,2,4,Ciências Humanas,1,271,4,Masculino,88,3,2,Diretor de manufatura,3,Casado,6553,7259,9,Sim,Não,14,3,2,80,0,14,3,3,1,0,0,0
59,27,Não,Viaja frequentemente,472,Pesquisa e Desenvolvimento,1,1,EnsiNão técnico,1,274,3,Masculino,60,2,2,Diretor de manufatura,1,Casado,4298,9679,5,Sim,Não,19,3,3,80,1,6,1,3,2,2,2,0
60,40,Não,Viaja raramente,905,Pesquisa e Desenvolvimento,19,2,Ciências Médicas,1,281,3,Masculino,99,3,2,Técnico de Laboratório,4,Casado,2741,16523,8,Sim,Sim,15,3,3,80,1,15,2,4,7,2,3,7
61,38,Sim,Viaja raramente,1180,Pesquisa e Desenvolvimento,29,1,Ciências Médicas,1,282,2,Masculino,70,3,2,Reprentante de saúde,1,Casado,6673,11354,7,Sim,Sim,19,3,2,80,0,17,2,3,1,0,0,0
62,40,Não,Não Viaja,1151,Pesquisa e Desenvolvimento,9,5,Ciências Humanas,1,287,4,Masculino,63,2,2,Reprentante de saúde,4,Casado,4876,14242,9,Sim,Não,14,3,4,80,1,5,5,1,3,2,0,2
63,46,Não,Viaja raramente,644,Pesquisa e Desenvolvimento,1,4,Ciências Médicas,1,288,4,Masculino,97,3,3,Reprentante de saúde,1,Divorciado,9396,12368,7,Sim,Não,16,3,3,80,1,17,3,3,4,2,0,3
64,51,Não,Viaja raramente,1469,Pesquisa e Desenvolvimento,8,4,Ciências Humanas,1,296,2,Masculino,81,2,3,Diretor de pesquisa,2,Casado,12490,15736,5,Sim,Não,16,3,4,80,2,16,5,1,10,9,4,7
65,30,Sim,Viaja raramente,1005,Pesquisa e Desenvolvimento,3,3,EnsiNão técnico,1,297,4,Feminino,88,3,1,Pesquisador cientista,1,Solteiro,2657,8556,5,Sim,Sim,11,3,3,80,0,8,5,3,5,2,0,4
66,30,Sim,Viaja frequentemente,334,Vendas,26,4,Marketing,1,299,3,Feminino,52,2,2,Executivo de vendas,1,Solteiro,6696,22967,5,Sim,Não,15,3,3,80,0,9,5,2,6,3,0,1
67,45,Não,Não Viaja,1052,Vendas,6,3,Ciências Médicas,1,302,4,Feminino,57,2,3,Executivo de vendas,4,Solteiro,8865,16840,6,Sim,Não,12,3,4,80,0,23,2,3,19,7,12,8
68,36,Não,Viaja raramente,1396,Pesquisa e Desenvolvimento,5,2,Ciências Humanas,1,304,4,Masculino,62,3,2,Técnico de Laboratório,2,Solteiro,5914,9945,8,Sim,Não,16,3,4,80,0,16,3,4,13,11,3,7
69,33,Não,Viaja raramente,147,Pesquisa e Desenvolvimento,4,4,Ciências Médicas,1,305,3,Feminino,47,2,1,Pesquisador cientista,2,Casado,2622,13248,6,Sim,Não,21,4,4,80,0,7,3,3,3,2,1,1
70,37,Não,Viaja frequentemente,319,Vendas,4,4,Marketing,1,311,1,Masculino,41,3,1,Representante de vendas,4,Divorciado,2793,2539,4,Sim,Não,17,3,3,80,1,13,2,3,9,8,5,8
71,52,Não,Viaja raramente,1323,Pesquisa e Desenvolvimento,2,3,Ciências Humanas,1,316,3,Feminino,89,2,1,Técnico de Laboratório,4,Solteiro,3212,3300,7,Sim,Não,15,3,2,80,0,6,3,2,2,2,2,2
72,59,Não,Viaja raramente,818,Recursos HumaNãos,6,2,Ciências Médicas,1,321,2,Masculino,52,3,1,Recursos HumaNãos,3,Casado,2267,25657,8,Sim,Não,17,3,4,80,0,7,2,2,2,2,2,2
73,33,Sim,Viaja raramente,813,Pesquisa e Desenvolvimento,14,3,Ciências Médicas,1,325,3,Masculino,58,3,1,Técnico de Laboratório,4,Casado,2436,22149,5,Sim,Sim,13,3,3,80,1,8,2,1,5,4,0,4
74,43,Não,Viaja raramente,1034,Vendas,16,3,Marketing,1,327,4,Feminino,80,3,4,Gerente,4,Casado,16064,7744,5,Sim,Sim,22,4,3,80,1,22,3,3,17,13,1,9
75,33,Sim,Viaja raramente,465,Pesquisa e Desenvolvimento,2,2,Ciências Humanas,1,328,1,Feminino,39,3,1,Técnico de Laboratório,1,Casado,2707,21509,7,Sim,Não,20,4,1,80,0,13,3,4,9,7,1,7
76,39,Não,Viaja raramente,1431,Pesquisa e Desenvolvimento,1,4,Ciências Médicas,1,332,3,Feminino,96,3,1,Técnico de Laboratório,3,Divorciado,2232,15417,7,Sim,Não,14,3,3,80,3,7,1,3,3,2,1,2
77,31,Não,Viaja frequentemente,1327,Pesquisa e Desenvolvimento,3,4,Ciências Médicas,1,337,2,Masculino,73,3,3,Diretor de pesquisa,3,Divorciado,13675,13523,9,Sim,Não,12,3,1,80,1,9,3,3,2,2,2,2
78,34,Não,Viaja raramente,470,Pesquisa e Desenvolvimento,2,4,Ciências Humanas,1,339,4,Masculino,84,2,2,Diretor de manufatura,1,Casado,5957,23687,6,Sim,Não,13,3,2,80,1,13,3,3,11,9,5,9
79,45,Não,Viaja frequentemente,1199,Pesquisa e Desenvolvimento,7,4,Ciências Humanas,1,341,1,Masculino,77,4,2,Diretor de manufatura,3,Casado,6434,5118,4,Sim,Não,17,3,4,80,1,9,1,3,3,2,0,2
80,37,Sim,Viaja frequentemente,504,Pesquisa e Desenvolvimento,10,3,Ciências Médicas,1,342,1,Masculino,61,3,3,Diretor de manufatura,3,Divorciado,10048,22573,6,Sim,Não,11,3,2,80,2,17,5,3,1,0,0,0
81,32,Não,Viaja raramente,128,Pesquisa e Desenvolvimento,2,1,EnsiNão técnico,1,362,4,Masculino,84,2,2,Técnico de Laboratório,1,Solteiro,2176,19737,4,Sim,Não,13,3,4,80,0,9,5,3,6,2,0,4
82,37,Não,Viaja raramente,228,Vendas,6,4,Ciências Médicas,1,378,3,Masculino,98,3,2,Executivo de vendas,4,Casado,6502,22825,4,Sim,Não,14,3,2,80,1,7,5,4,5,4,0,1
83,35,Não,Viaja raramente,1315,Pesquisa e Desenvolvimento,22,3,Ciências Humanas,1,381,2,Feminino,71,4,3,Gerente,2,Divorciado,11996,19100,7,Sim,Não,18,3,2,80,1,10,6,2,7,7,6,2
84,38,Não,Viaja raramente,688,Pesquisa e Desenvolvimento,23,4,Ciências Humanas,1,393,4,Masculino,82,3,2,Reprentante de saúde,4,Divorciado,5745,18899,9,Sim,Não,14,3,2,80,1,10,2,3,2,2,1,2
85,49,Não,Viaja frequentemente,636,Pesquisa e Desenvolvimento,10,4,Ciências Humanas,1,396,3,Feminino,35,3,5,Diretor de pesquisa,1,Solteiro,18665,25594,9,Sim,Sim,11,3,4,80,0,22,4,3,3,2,1,2
86,36,Não,Viaja raramente,506,Pesquisa e Desenvolvimento,3,3,EnsiNão técnico,1,397,3,Masculino,30,3,2,Pesquisador cientista,2,Solteiro,4485,26285,4,Sim,Não,12,3,4,80,0,10,2,3,8,0,7,7
87,42,Não,Viaja frequentemente,555,Vendas,26,3,Marketing,1,404,3,Feminino,77,3,4,Executivo de vendas,2,Casado,13525,14864,5,Sim,Não,14,3,4,80,1,23,2,4,20,4,4,8
88,36,Não,Viaja frequentemente,566,Pesquisa e Desenvolvimento,18,4,Ciências Humanas,1,407,3,Masculino,81,4,1,Técnico de Laboratório,4,Casado,3688,7122,4,Sim,Não,18,3,4,80,2,4,2,3,1,0,0,0
89,51,Não,Viaja raramente,1302,Pesquisa e Desenvolvimento,2,3,Ciências Médicas,1,408,4,Masculino,84,1,2,Diretor de manufatura,2,Divorciado,5482,16321,5,Sim,Não,18,3,4,80,1,13,3,3,4,1,1,2
90,31,Não,Viaja raramente,218,Vendas,7,3,EnsiNão técnico,1,416,2,Masculino,100,4,2,Executivo de vendas,4,Casado,6929,12241,4,Sim,Não,11,3,2,80,1,10,3,2,8,7,7,7
91,36,Não,Não Viaja,1105,Pesquisa e Desenvolvimento,24,4,Ciências Humanas,1,419,2,Feminino,47,3,2,Técnico de Laboratório,2,Casado,5674,6927,7,Sim,Não,15,3,3,80,1,11,3,3,9,8,0,8
92,33,Não,Viaja frequentemente,553,Pesquisa e Desenvolvimento,5,4,Ciências Humanas,1,428,4,Feminino,74,3,3,Gerente,2,Casado,11878,23364,6,Sim,Não,11,3,2,80,2,12,2,3,10,6,8,8
93,49,Não,Viaja raramente,1091,Pesquisa e Desenvolvimento,1,2,EnsiNão técnico,1,431,3,Feminino,90,2,4,Reprentante de saúde,3,Solteiro,13964,17810,7,Sim,Sim,12,3,4,80,0,25,2,3,7,1,0,7
94,31,Não,Viaja raramente,691,Vendas,7,3,Marketing,1,438,4,Masculino,73,3,2,Executivo de vendas,4,Divorciado,7547,7143,4,Sim,Não,12,3,4,80,3,13,3,3,7,7,1,7
95,32,Não,Viaja raramente,1018,Pesquisa e Desenvolvimento,2,4,Ciências Médicas,1,439,1,Feminino,74,4,2,Pesquisador cientista,4,Solteiro,5055,10557,7,Sim,Não,16,3,3,80,0,10,0,2,7,7,0,7
96,28,Sim,Viaja raramente,1157,Pesquisa e Desenvolvimento,2,4,Ciências Médicas,1,440,1,Masculino,84,1,1,Pesquisador cientista,4,Casado,3464,24737,5,Sim,Sim,13,3,4,80,0,5,4,2,3,2,2,2
97,39,Sim,Viaja raramente,1162,Vendas,3,2,Ciências Médicas,1,445,4,Feminino,41,3,2,Executivo de vendas,3,Casado,5238,17778,4,Sim,Sim,18,3,1,80,0,12,3,2,1,0,0,0
98,47,Não,Viaja raramente,1482,Pesquisa e Desenvolvimento,5,5,Ciências Humanas,1,447,4,Masculino,42,3,5,Diretor de pesquisa,3,Casado,18300,16375,4,Sim,Não,11,3,2,80,1,21,2,3,3,2,1,1
99,43,Não,Viaja raramente,1001,Pesquisa e Desenvolvimento,7,3,Ciências Humanas,1,451,3,Feminino,43,3,3,Reprentante de saúde,1,Casado,9985,9262,8,Sim,Não,16,3,1,80,1,10,1,2,1,0,0,0
100,45,Não,Viaja raramente,549,Pesquisa e Desenvolvimento,8,4,Outras,1,452,4,Masculino,75,3,2,Pesquisador cientista,4,Casado,3697,9278,9,Sim,Não,14,3,1,80,2,12,3,3,10,9,9,8
101,37,Não,Viaja raramente,1192,Pesquisa e Desenvolvimento,5,2,Ciências Médicas,1,460,4,Masculino,61,3,2,Diretor de manufatura,4,Divorciado,6347,23177,7,Sim,Não,16,3,3,80,2,8,2,2,6,2,0,4
102,41,Não,Viaja raramente,483,Pesquisa e Desenvolvimento,6,3,Ciências Médicas,1,466,4,Masculino,95,2,2,Diretor de manufatura,2,Solteiro,6032,10110,6,Sim,Sim,15,3,4,80,0,8,3,3,5,4,1,2
103,37,Não,Viaja raramente,1319,Pesquisa e Desenvolvimento,6,3,Ciências Médicas,1,474,3,Masculino,51,4,2,Pesquisador cientista,1,Divorciado,5974,17001,4,Sim,Sim,13,3,1,80,2,13,2,3,7,7,6,7
104,30,Não,Não Viaja,641,Vendas,25,2,EnsiNão técnico,1,475,4,Feminino,85,3,2,Executivo de vendas,3,Casado,4736,6069,7,Sim,Sim,12,3,2,80,1,4,2,4,2,2,2,2
105,36,Não,Não Viaja,845,Vendas,1,5,Ciências Médicas,1,479,4,Feminino,45,3,2,Executivo de vendas,4,Solteiro,6653,15276,4,Sim,Não,15,3,2,80,0,7,6,3,1,0,0,0
106,36,Não,Viaja frequentemente,541,Vendas,3,4,Ciências Médicas,1,481,1,Masculino,48,2,3,Executivo de vendas,4,Casado,9699,7246,4,Sim,Não,11,3,1,80,1,16,2,3,13,9,1,12
107,37,Não,Viaja raramente,921,Pesquisa e Desenvolvimento,10,3,Ciências Médicas,1,486,3,Feminino,98,3,1,Técnico de Laboratório,1,Casado,3452,17663,6,Sim,Não,20,4,2,80,1,17,3,3,5,4,0,3
108,50,Não,Viaja raramente,1046,Pesquisa e Desenvolvimento,10,3,EnsiNão técnico,1,491,4,Masculino,100,2,3,Reprentante de saúde,4,Solteiro,10496,2755,6,Sim,Não,15,3,4,80,0,20,2,3,4,3,1,3
109,29,Não,Viaja raramente,1283,Pesquisa e Desenvolvimento,23,3,Ciências Humanas,1,495,4,Masculino,54,3,1,Pesquisador cientista,4,Solteiro,2201,18168,9,Sim,Não,16,3,4,80,0,6,4,3,3,2,1,2
110,35,Não,Viaja raramente,755,Pesquisa e Desenvolvimento,9,4,Ciências Humanas,1,496,3,Masculino,97,2,2,Reprentante de saúde,2,Solteiro,6540,19394,9,Sim,Não,19,3,3,80,0,10,5,3,1,1,0,0
111,49,Não,Viaja raramente,1261,Pesquisa e Desenvolvimento,7,3,Outras,1,499,2,Masculino,31,2,3,Reprentante de saúde,3,Solteiro,10965,12066,8,Sim,Não,24,4,3,80,0,26,2,3,5,2,0,0
112,51,Não,Viaja raramente,1178,Vendas,14,2,Ciências Humanas,1,500,3,Feminino,87,3,2,Executivo de vendas,4,Casado,4936,14862,4,Sim,Não,11,3,3,80,1,18,2,2,7,7,0,7
