,Idade,Demissão,Viagem de negócios,Diárias recebidas,Departamento,Distância de Casa,Escolaridade,Área de Formação,Número de contratos de trabalho na empresa,ID Funcionário,Nível de Satisfação com o ambiente de trabalho,Gênero,Salário por hora,Nível de envolvimento com o trabalho,Nível hierárquico,Cargo,Satisfação com o trabalho,Estado civil,Renda mensal,Salário Mensal,qtde de empresas que já trabalhou,Maior de idade,Faz hora extra,percentual de aumento de salário,score de performance,Satisfação nas relações Não trabalho,Jornada padrão de trabalho,opção de remaunração variável em ações,Total de anos trabalhados,Qtde de treinamentos realizados no último ano,Equilíbrio vida trabalho,Total de anos trabalhados na empresa,Anos trabalhados na função atual,Anos desde a última promoção,Anos trabalhando com o atual gestor
11,24,Não,Não Viaja,673,Pesquisa e Desenvolvimento,11,2,Outras,1,26,1,Feminino,96,4,2,Diretor de manufatura,3,Divorciado,4011,8232,0,Sim,Não,18,3,4,80,1,5,5,2,4,2,1,3
12,36,Sim,Viaja raramente,1218,Vendas,9,4,Ciências Humanas,1,27,3,Masculino,82,2,1,Representante de vendas,1,Solteiro,3407,6986,7,Sim,Não,23,4,2,80,0,10,4,3,5,3,0,3
13,34,Não,Viaja raramente,419,Pesquisa e Desenvolvimento,7,4,Ciências Humanas,1,28,1,Feminino,53,3,3,Diretor de pesquisa,2,Solteiro,11994,21293,0,Sim,Não,11,3,3,80,0,13,4,3,12,6,2,11
14,21,Não,Viaja raramente,391,Pesquisa e Desenvolvimento,15,2,Ciências Humanas,1,30,3,Masculino,96,3,1,Pesquisador cientista,4,Solteiro,1232,19281,1,Sim,Não,14,3,4,80,0,0,6,3,0,0,0,0
15,34,Sim,Viaja raramente,699,Pesquisa e Desenvolvimento,6,1,Ciências Médicas,1,31,2,Masculino,83,3,1,Pesquisador cientista,1,Solteiro,2960,17102,2,Sim,Não,11,3,3,80,0,8,2,3,4,2,1,3
16,32,Sim,Viaja frequentemente,1125,Pesquisa e Desenvolvimento,16,1,Ciências Humanas,1,33,2,Feminino,72,1,1,Pesquisador cientista,1,Solteiro,3919,4681,1,Sim,Sim,22,4,2,80,0,10,5,3,10,2,6,7
17,42,Não,Viaja raramente,691,Vendas,8,4,Marketing,1,35,3,Masculino,48,3,2,Executivo de vendas,2,Casado,6825,21173,0,Sim,Não,11,3,4,80,1,10,2,3,9,7,4,2
18,44,Não,Viaja raramente,477,Pesquisa e Desenvolvimento,7,4,Ciências Médicas,1,36,1,Feminino,42,2,3,Reprentante de saúde,4,Casado,10248,2094,3,Sim,Não,14,3,4,80,1,24,4,3,22,6,5,17
19,44,Não,Viaja raramente,1459,Pesquisa e Desenvolvimento,10,4,Outras,1,40,4,Masculino,41,3,2,Reprentante de saúde,4,Casado,6465,19121,2,Sim,Sim,13,3,4,80,0,9,5,4,4,2,1,3
20,30,Não,Viaja raramente,125,Pesquisa e Desenvolvimento,9,2,Ciências Médicas,1,41,4,Masculino,83,2,1,Técnico de Laboratório,3,Solteiro,2206,16117,1,Sim,Não,13,3,1,80,0,10,5,3,10,0,1,8
21,26,Sim,Viaja raramente,1357,Pesquisa e Desenvolvimento,25,3,Ciências Humanas,1,55,1,Masculino,48,1,1,Técnico de Laboratório,3,Solteiro,2293,10558,1,Sim,Não,12,3,3,80,0,1,2,2,1,0,0,1
22,27,Não,Viaja frequentemente,994,Vendas,8,3,Ciências Humanas,1,56,4,Masculino,37,3,3,Executivo de vendas,3,Solteiro,8726,2975,1,Sim,Não,15,3,4,80,0,9,0,3,9,8,1,7
23,41,Sim,Viaja raramente,1360,Pesquisa e Desenvolvimento,12,3,EnsiNão técnico,1,58,2,Feminino,49,3,5,Diretor de pesquisa,3,Casado,19545,16280,1,Sim,Não,12,3,4,80,0,23,0,3,22,15,15,8
24,34,Não,Não Viaja,1065,Vendas,23,4,Marketing,1,60,2,Masculino,72,3,2,Executivo de vendas,3,Solteiro,4568,10034,0,Sim,Não,20,4,3,80,0,10,2,3,9,5,8,7
25,37,Não,Viaja raramente,408,Pesquisa e Desenvolvimento,19,2,Ciências Humanas,1,61,2,Masculino,73,3,1,Pesquisador cientista,2,Casado,3022,10227,4,Sim,Não,21,4,1,80,0,8,1,3,1,0,0,0
26,35,Não,Viaja raramente,1229,Pesquisa e Desenvolvimento,8,1,Ciências Humanas,1,63,4,Masculino,36,4,1,Técnico de Laboratório,4,Casado,2269,4892,1,Sim,Não,19,3,4,80,0,1,2,3,1,0,0,1
27,35,Não,Não Viaja,1097,Pesquisa e Desenvolvimento,11,2,Ciências Médicas,1,70,3,Masculino,79,2,3,Reprentante de saúde,1,Casado,9884,8302,2,Sim,Sim,13,3,3,80,1,10,3,3,4,0,2,3
28,26,Não,Viaja raramente,1443,Vendas,23,3,Marketing,1,72,3,Feminino,47,2,2,Executivo de vendas,4,Casado,4157,21436,7,Sim,Sim,19,3,3,80,1,5,2,2,2,2,0,0
29,35,Não,Viaja frequentemente,853,Vendas,18,5,Ciências Humanas,1,74,2,Masculino,71,3,3,Executivo de vendas,1,Casado,9069,11031,1,Sim,Não,22,4,4,80,1,9,3,2,9,8,1,8
30,35,Não,Viaja raramente,1142,Pesquisa e Desenvolvimento,23,4,Ciências Médicas,1,75,3,Feminino,30,3,1,Técnico de Laboratório,1,Casado,4014,16002,3,Sim,Sim,15,3,3,80,1,4,3,3,2,2,2,2
31,31,Não,Viaja raramente,655,Pesquisa e Desenvolvimento,7,4,Ciências Humanas,1,76,4,Masculino,48,3,2,Técnico de Laboratório,4,Divorciado,5915,9528,3,Sim,Não,22,4,4,80,1,10,3,2,7,7,1,7
32,38,Não,Viaja frequentemente,653,Pesquisa e Desenvolvimento,29,5,Ciências Humanas,1,79,4,Feminino,50,3,2,Técnico de Laboratório,4,Solteiro,2406,5456,1,Sim,Não,11,3,4,80,0,10,2,3,10,3,9,9
33,50,Não,Viaja raramente,989,Pesquisa e Desenvolvimento,7,2,Ciências Médicas,1,80,2,Feminino,43,2,5,Diretor de pesquisa,3,Divorciado,18740,16701,5,Sim,Sim,12,3,4,80,1,29,2,2,27,3,13,8
34,59,Não,Viaja raramente,1435,Vendas,25,3,Ciências Humanas,1,81,1,Feminino,99,3,3,Executivo de vendas,1,Solteiro,7637,2354,7,Sim,Não,11,3,4,80,0,28,3,2,21,16,7,9
35,36,Não,Viaja raramente,1223,Pesquisa e Desenvolvimento,8,3,EnsiNão técnico,1,83,3,Feminino,59,3,3,Reprentante de saúde,3,Divorciado,10096,8202,1,Sim,Não,13,3,2,80,3,17,2,3,17,14,12,8
36,55,Não,Viaja raramente,836,Pesquisa e Desenvolvimento,8,3,Ciências Médicas,1,84,4,Feminino,33,3,4,Gerente,3,Divorciado,14756,19730,2,Sim,Sim,14,3,3,80,3,21,2,3,5,0,0,2
37,36,Não,Viaja frequentemente,1195,Pesquisa e Desenvolvimento,11,3,Ciências Humanas,1,85,2,Masculino,95,2,2,Diretor de manufatura,2,Solteiro,6499,22656,1,Sim,Não,13,3,3,80,0,6,3,3,6,5,0,3
38,45,Não,Viaja raramente,1339,Pesquisa e Desenvolvimento,7,3,Ciências Humanas,1,86,2,Masculino,59,3,3,Pesquisador cientista,1,Divorciado,9724,18787,2,Sim,Não,17,3,3,80,1,25,2,3,1,0,0,0
39,36,Sim,Viaja raramente,318,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,90,4,Masculino,79,2,1,Pesquisador cientista,3,Casado,3388,21777,0,Sim,Sim,17,3,1,80,1,2,0,2,1,0,0,0
40,36,Não,Viaja raramente,132,Pesquisa e Desenvolvimento,6,3,Ciências Humanas,1,97,2,Feminino,55,4,1,Técnico de Laboratório,4,Casado,3038,22002,3,Sim,Não,12,3,2,80,0,5,3,3,1,0,0,0
41,31,Não,Viaja raramente,746,Pesquisa e Desenvolvimento,8,4,Ciências Humanas,1,98,3,Feminino,61,3,2,Diretor de manufatura,4,Solteiro,4424,20682,1,Sim,Não,23,4,4,80,0,11,2,3,11,7,1,8
42,45,Não,Viaja raramente,193,Pesquisa e Desenvolvimento,6,4,Outras,1,101,4,Masculino,52,3,3,Diretor de pesquisa,1,Casado,13245,15067,4,Sim,Sim,14,3,2,80,0,17,3,4,0,0,0,0
43,37,Não,Viaja raramente,397,Pesquisa e Desenvolvimento,7,4,Ciências Médicas,1,102,1,Masculino,30,3,3,Diretor de pesquisa,3,Solteiro,13664,25258,4,Sim,Não,13,3,1,80,0,16,3,4,5,2,0,2
44,38,Não,Não Viaja,573,Pesquisa e Desenvolvimento,6,3,Ciências Médicas,1,107,2,Feminino,79,1,2,Pesquisador cientista,4,Divorciado,5329,15717,7,Sim,Sim,12,3,4,80,3,17,3,3,13,11,1,9
45,56,Não,Viaja raramente,1400,Pesquisa e Desenvolvimento,7,3,Ciências Humanas,1,112,4,Masculino,49,1,3,Diretor de manufatura,4,Solteiro,7260,21698,4,Sim,Não,11,3,1,80,0,37,3,2,6,4,0,2
46,51,Não,Viaja raramente,432,Pesquisa e Desenvolvimento,9,4,Ciências Humanas,1,116,4,Masculino,96,3,1,Técnico de Laboratório,4,Casado,2075,18725,3,Sim,Não,23,4,2,80,2,10,4,3,4,2,0,3
47,46,Sim,Viaja raramente,669,Vendas,9,2,Ciências Médicas,1,118,3,Masculino,64,2,3,Executivo de vendas,4,Solteiro,9619,13596,1,Sim,Não,16,3,4,80,0,9,3,3,9,8,4,7
48,51,Não,Viaja raramente,632,Vendas,21,4,Marketing,1,120,3,Masculino,71,3,2,Executivo de vendas,4,Solteiro,5441,8423,0,Sim,Sim,22,4,4,80,0,11,2,1,10,7,1,0
49,32,Não,Viaja raramente,1093,Vendas,6,4,Ciências Médicas,1,125,2,Masculino,87,3,2,Executivo de vendas,3,Solteiro,5010,24301,1,Sim,Não,16,3,1,80,0,12,0,3,11,8,5,7
50,58,Não,Viaja raramente,682,Vendas,10,4,Ciências Médicas,1,131,4,Masculino,37,3,4,Executivo de vendas,3,Solteiro,13872,24409,0,Sim,Não,13,3,3,80,0,38,1,2,37,10,1,8
51,44,Não,Não Viaja,489,Pesquisa e Desenvolvimento,23,3,Ciências Médicas,1,132,2,Masculino,67,3,2,Técnico de Laboratório,2,Casado,2042,25043,4,Sim,Não,12,3,3,80,1,17,3,4,3,2,1,2
52,37,Sim,Viaja raramente,807,Recursos HumaNãos,6,4,Recursos HumaNãos,1,133,3,Masculino,63,3,1,Recursos HumaNãos,1,Divorciado,2073,23648,4,Sim,Sim,22,4,4,80,0,7,3,3,3,2,0,2
53,20,Sim,Viaja frequentemente,871,Pesquisa e Desenvolvimento,6,3,Ciências Humanas,1,137,4,Feminino,66,2,1,Técnico de Laboratório,4,Solteiro,2926,19783,1,Sim,Sim,18,3,2,80,0,1,5,3,1,0,1,0
54,34,Não,Viaja raramente,665,Pesquisa e Desenvolvimento,6,4,Outras,1,138,1,Feminino,41,3,2,Pesquisador cientista,3,Solteiro,4809,12482,1,Sim,Não,14,3,3,80,0,16,3,3,16,13,2,10
55,25,Não,Viaja raramente,1280,Pesquisa e Desenvolvimento,7,1,Ciências Médicas,1,143,4,Masculino,64,2,1,Pesquisador cientista,4,Casado,2889,26897,1,Sim,Não,11,3,3,80,2,2,2,3,2,2,2,1
56,22,Não,Viaja raramente,534,Pesquisa e Desenvolvimento,15,3,Ciências Médicas,1,144,2,Feminino,59,3,1,Técnico de Laboratório,4,Solteiro,2871,23785,1,Sim,Não,15,3,3,80,0,1,5,3,0,0,0,0
57,34,Sim,Viaja frequentemente,658,Pesquisa e Desenvolvimento,7,3,Ciências Humanas,1,147,1,Masculino,66,1,2,Técnico de Laboratório,3,Solteiro,6074,22887,1,Sim,Sim,24,4,4,80,0,9,3,3,9,7,0,6
58,54,Não,Não Viaja,142,Recursos HumaNãos,26,3,Recursos HumaNãos,1,148,4,Feminino,30,4,4,Gerente,4,Solteiro,17328,13871,2,Sim,Sim,12,3,3,80,0,23,3,3,5,3,4,4
59,24,Não,Viaja raramente,1127,Pesquisa e Desenvolvimento,18,1,Ciências Humanas,1,150,2,Masculino,52,3,1,Técnico de Laboratório,3,Casado,2774,13257,0,Sim,Não,12,3,3,80,1,6,2,3,5,3,1,2
60,34,Não,Viaja raramente,1031,Pesquisa e Desenvolvimento,6,4,Ciências Humanas,1,151,3,Feminino,45,2,2,Pesquisador cientista,2,Divorciado,4505,15000,6,Sim,Não,15,3,3,80,1,12,3,3,1,0,0,0
61,36,Não,Viaja frequentemente,1467,Vendas,11,2,EnsiNão técnico,1,154,2,Feminino,92,3,3,Executivo de vendas,4,Casado,9738,22952,0,Sim,Não,14,3,3,80,1,10,6,3,9,7,2,8
62,43,Não,Viaja frequentemente,394,Vendas,26,2,Ciências Humanas,1,158,3,Masculino,92,3,4,Gerente,4,Casado,16959,19494,1,Sim,Sim,12,3,4,80,2,25,3,4,25,12,4,12
63,30,Não,Viaja frequentemente,1312,Pesquisa e Desenvolvimento,23,3,Ciências Humanas,1,159,1,Masculino,96,1,1,Pesquisador cientista,3,Divorciado,2613,22310,1,Sim,Não,25,4,3,80,3,10,2,2,10,7,0,9
64,33,Não,Não Viaja,750,Vendas,22,2,Marketing,1,160,3,Masculino,95,3,2,Executivo de vendas,2,Casado,6146,15480,0,Sim,Não,13,3,1,80,1,8,2,4,7,7,0,7
65,56,Sim,Viaja raramente,441,Pesquisa e Desenvolvimento,14,4,Ciências Humanas,1,161,2,Feminino,72,3,1,Pesquisador cientista,2,Casado,4963,4510,9,Sim,Sim,18,3,1,80,3,7,2,3,5,4,4,3
66,51,Não,Viaja raramente,684,Pesquisa e Desenvolvimento,6,3,Ciências Humanas,1,162,1,Masculino,51,3,5,Diretor de pesquisa,3,Solteiro,19537,6462,7,Sim,Não,13,3,3,80,0,23,5,3,20,18,15,15
67,31,Sim,Viaja raramente,249,Vendas,6,4,Ciências Humanas,1,163,2,Masculino,76,1,2,Executivo de vendas,3,Casado,6172,20739,4,Sim,Sim,18,3,2,80,0,12,3,2,7,7,7,7
68,26,Não,Viaja raramente,841,Pesquisa e Desenvolvimento,6,3,Outras,1,164,3,Feminino,46,2,1,Pesquisador cientista,2,Casado,2368,23300,1,Sim,Não,19,3,3,80,0,5,3,2,5,4,4,3
69,58,Sim,Viaja raramente,147,Pesquisa e Desenvolvimento,23,4,Ciências Médicas,1,165,4,Feminino,94,3,3,Reprentante de saúde,4,Casado,10312,3465,1,Sim,Não,12,3,4,80,1,40,3,2,40,10,15,6
70,19,Sim,Viaja raramente,528,Vendas,22,1,Marketing,1,167,4,Masculino,50,3,1,Representante de vendas,3,Solteiro,1675,26820,1,Sim,Sim,19,3,4,80,0,0,2,2,0,0,0,0
71,49,Não,Viaja raramente,470,Pesquisa e Desenvolvimento,20,4,Ciências Médicas,1,170,3,Feminino,96,3,2,Diretor de manufatura,1,Casado,6567,5549,1,Sim,Não,14,3,3,80,0,16,2,2,15,11,5,11
72,43,Não,Viaja frequentemente,957,Pesquisa e Desenvolvimento,28,3,Ciências Médicas,1,171,2,Feminino,72,4,1,Pesquisador cientista,3,Solteiro,4739,16090,4,Sim,Não,12,3,4,80,0,18,2,3,3,2,1,2
73,50,Não,Viaja frequentemente,809,Vendas,12,3,Marketing,1,174,3,Feminino,77,3,3,Executivo de vendas,4,Solteiro,9208,6645,4,Sim,Não,11,3,4,80,0,16,3,3,2,2,2,1
74,31,Sim,Viaja raramente,542,Vendas,20,3,Ciências Humanas,1,175,2,Feminino,71,1,2,Executivo de vendas,3,Casado,4559,24788,3,Sim,Sim,11,3,3,80,1,4,2,3,2,2,2,2
75,41,Não,Viaja raramente,802,Vendas,9,1,Ciências Humanas,1,176,3,Masculino,96,3,3,Executivo de vendas,3,Divorciado,8189,21196,3,Sim,Sim,13,3,3,80,1,12,2,3,9,7,0,7
76,26,Não,Viaja raramente,1355,Recursos HumaNãos,25,1,Ciências Humanas,1,177,3,Feminino,61,3,1,Recursos HumaNãos,3,Casado,2942,8916,1,Sim,Não,23,4,4,80,1,8,3,3,8,7,5,7
77,36,Não,Viaja raramente,216,Pesquisa e Desenvolvimento,6,2,Ciências Médicas,1,178,2,Masculino,84,3,2,Diretor de manufatura,2,Divorciado,4941,2819,6,Sim,Não,20,4,4,80,2,7,0,3,3,2,0,1
78,51,Sim,Viaja frequentemente,1150,Pesquisa e Desenvolvimento,8,4,Ciências Humanas,1,179,1,Masculino,53,1,3,Diretor de manufatura,4,Solteiro,10650,25150,2,Sim,Não,15,3,4,80,0,18,2,3,4,2,0,3
79,25,Não,Viaja raramente,959,Vendas,28,3,Ciências Humanas,1,183,1,Masculino,41,2,2,Executivo de vendas,3,Casado,8639,24835,2,Sim,Não,18,3,4,80,0,6,3,3,2,2,2,2
80,30,Não,Viaja raramente,1240,Recursos HumaNãos,9,3,Recursos HumaNãos,1,184,3,Masculino,48,3,2,Recursos HumaNãos,4,Casado,6347,13982,0,Sim,Sim,19,3,4,80,0,12,2,1,11,9,4,7
81,32,Sim,Viaja raramente,1033,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,190,1,Feminino,41,3,1,Técnico de Laboratório,1,Solteiro,4200,10224,7,Sim,Não,22,4,1,80,0,10,2,4,5,4,0,4
82,45,Não,Viaja raramente,1316,Pesquisa e Desenvolvimento,29,3,Ciências Médicas,1,192,3,Masculino,83,3,1,Pesquisador cientista,4,Solteiro,3452,9752,5,Sim,Não,13,3,2,80,0,9,2,2,6,5,0,3
83,30,Não,Viaja raramente,438,Pesquisa e Desenvolvimento,18,3,Ciências Humanas,1,194,1,Feminino,75,3,1,Pesquisador cientista,3,Solteiro,2632,23910,1,Sim,Não,14,3,3,80,0,5,4,2,5,4,0,4
84,32,Não,Viaja frequentemente,689,Vendas,9,2,Ciências Médicas,1,195,4,Masculino,35,1,2,Executivo de vendas,4,Divorciado,4668,22812,0,Sim,Não,17,3,4,80,3,9,2,4,8,7,0,7
85,41,Não,Viaja frequentemente,857,Pesquisa e Desenvolvimento,10,3,Ciências Humanas,1,199,4,Masculino,91,2,4,Gerente,1,Divorciado,17181,12888,4,Sim,Não,13,3,2,80,1,21,2,2,7,6,7,7
86,41,Não,Viaja raramente,933,Pesquisa e Desenvolvimento,9,4,Ciências Humanas,1,200,3,Masculino,94,3,1,Técnico de Laboratório,1,Casado,2238,6961,2,Sim,Não,21,4,4,80,1,7,2,3,5,0,1,4
87,40,Não,Viaja frequentemente,1395,Pesquisa e Desenvolvimento,26,3,Ciências Médicas,1,202,2,Feminino,54,3,2,Pesquisador cientista,2,Divorciado,5605,8504,1,Sim,Não,11,3,1,80,1,20,2,3,20,7,2,13
88,53,Não,Viaja raramente,1436,Vendas,6,2,Marketing,1,205,2,Masculino,34,3,2,Representante de vendas,3,Casado,2306,16047,2,Sim,Sim,20,4,4,80,1,13,3,1,7,7,4,5
89,45,Não,Viaja raramente,194,Pesquisa e Desenvolvimento,9,3,Ciências Humanas,1,206,2,Masculino,60,3,2,Técnico de Laboratório,2,Divorciado,2348,10901,8,Sim,Não,18,3,3,80,1,20,2,1,17,9,0,15
90,32,Não,Viaja frequentemente,967,Vendas,8,3,Marketing,1,207,2,Feminino,43,3,3,Executivo de vendas,4,Solteiro,8998,15589,1,Sim,Não,14,3,4,80,0,9,2,3,9,8,3,7
91,51,Não,Viaja raramente,1169,Pesquisa e Desenvolvimento,7,4,Ciências Médicas,1,211,2,Masculino,34,2,2,Diretor de manufatura,3,Casado,6132,13983,2,Sim,Não,17,3,3,80,0,10,2,3,1,0,0,0
92,58,Não,Viaja raramente,1145,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,214,2,Feminino,75,2,1,Pesquisador cientista,2,Casado,3346,11873,4,Sim,Sim,20,4,2,80,1,9,3,2,1,0,0,0
93,22,Não,Viaja raramente,1256,Pesquisa e Desenvolvimento,19,1,Ciências Médicas,1,217,3,Masculino,80,3,1,Pesquisador cientista,4,Casado,2323,11992,1,Sim,Não,24,4,1,80,2,2,6,3,2,2,2,2
94,27,Não,Não Viaja,691,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,218,4,Masculino,57,3,1,Pesquisador cientista,2,Divorciado,2024,5970,6,Sim,Não,18,3,4,80,1,6,1,1,2,2,2,2
95,28,Não,Viaja raramente,440,Pesquisa e Desenvolvimento,21,3,Ciências Médicas,1,221,3,Masculino,42,3,1,Pesquisador cientista,4,Casado,2713,6672,1,Sim,Não,11,3,3,80,1,5,2,1,5,2,0,2
96,57,Não,Viaja raramente,334,Pesquisa e Desenvolvimento,24,2,Ciências Humanas,1,223,3,Masculino,83,4,3,Reprentante de saúde,4,Divorciado,9439,23402,3,Sim,Sim,16,3,2,80,1,12,2,1,5,3,1,4
97,50,Não,Viaja raramente,1452,Pesquisa e Desenvolvimento,11,3,Ciências Humanas,1,226,3,Feminino,53,3,5,Gerente,2,Solteiro,19926,17053,3,Sim,Não,15,3,2,80,0,21,5,3,5,4,4,4
98,41,Não,Viaja raramente,465,Pesquisa e Desenvolvimento,14,3,Ciências Humanas,1,227,1,Masculino,56,3,1,Pesquisador cientista,3,Divorciado,2451,4609,4,Sim,Não,12,3,1,80,1,13,2,3,9,8,1,8
99,32,Não,Viaja raramente,120,Pesquisa e Desenvolvimento,6,5,Ciências Humanas,1,231,3,Masculino,43,3,1,Pesquisador cientista,3,Solteiro,3038,12430,3,Sim,Não,20,4,1,80,0,8,2,3,5,4,1,4
100,27,Não,Viaja raramente,1157,Pesquisa e Desenvolvimento,17,3,EnsiNão técnico,1,233,3,Masculino,51,3,1,Pesquisador cientista,2,Casado,3058,13364,0,Sim,Sim,16,3,4,80,1,6,3,2,5,2,1,1
101,30,Não,Não Viaja,111,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,239,3,Masculino,66,3,2,Técnico de Laboratório,1,Divorciado,3072,11012,1,Sim,Não,11,3,3,80,2,12,4,3,12,9,6,10
102,56,Não,Viaja raramente,713,Pesquisa e Desenvolvimento,8,3,Ciências Humanas,1,241,3,Feminino,67,3,1,Pesquisador cientista,1,Divorciado,4257,13939,4,Sim,Sim,18,3,3,80,1,19,3,3,2,2,2,2
103,38,Não,Viaja raramente,1380,Pesquisa e Desenvolvimento,9,2,Ciências Humanas,1,245,3,Feminino,75,3,1,Técnico de Laboratório,4,Solteiro,2288,6319,1,Sim,Não,12,3,3,80,0,2,3,3,2,2,2,1
104,31,Não,Viaja raramente,140,Pesquisa e Desenvolvimento,12,1,Ciências Médicas,1,246,3,Feminino,95,3,1,Pesquisador cientista,4,Casado,3929,6984,8,Sim,Sim,23,4,3,80,1,7,0,3,4,2,0,2
105,34,Não,Viaja raramente,629,Pesquisa e Desenvolvimento,27,2,Ciências Médicas,1,247,4,Feminino,95,3,1,Pesquisador cientista,2,Solteiro,2311,5711,2,Sim,Não,15,3,4,80,0,9,3,3,3,2,1,2
106,41,Sim,Viaja raramente,1356,Vendas,20,2,Marketing,1,248,2,Feminino,70,3,1,Representante de vendas,2,Solteiro,3140,21728,1,Sim,Sim,22,4,4,80,0,4,5,2,4,3,0,2
107,53,Não,Viaja raramente,1084,Pesquisa e Desenvolvimento,13,2,Ciências Médicas,1,250,4,Feminino,57,4,2,Diretor de manufatura,1,Divorciado,4450,26250,1,Sim,Não,11,3,3,80,2,5,3,3,4,2,1,3
108,33,Não,Viaja raramente,931,Pesquisa e Desenvolvimento,14,3,Ciências Médicas,1,252,4,Feminino,72,3,1,Pesquisador cientista,2,Casado,2756,4673,1,Sim,Não,13,3,4,80,1,8,5,3,8,7,1,6
109,55,Não,Viaja raramente,692,Pesquisa e Desenvolvimento,14,4,Ciências Médicas,1,254,3,Masculino,61,4,5,Diretor de pesquisa,2,Solteiro,18722,13339,8,Sim,Não,11,3,4,80,0,36,3,3,24,15,2,15
110,27,Não,Viaja raramente,894,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,260,4,Feminino,99,3,1,Pesquisador cientista,2,Solteiro,2279,11781,1,Sim,Não,16,3,4,80,0,7,2,2,7,7,0,3
111,35,Sim,Viaja raramente,556,Pesquisa e Desenvolvimento,23,2,Ciências Humanas,1,261,2,Masculino,50,2,2,Diretor de manufatura,3,Casado,5916,15497,3,Sim,Sim,13,3,1,80,0,8,1,3,1,0,0,1
112,43,Não,Não Viaja,1344,Pesquisa e Desenvolvimento,7,3,Ciências Médicas,1,262,4,Masculino,37,4,1,Pesquisador cientista,4,Divorciado,2089,5228,4,Sim,Não,14,3,4,80,3,7,3,4,5,4,2,2
