,Idade,Demissão,Viagem de negócios,Diárias recebidas,Departamento,Distância de Casa,Escolaridade,Área de Formação,Número de contratos de trabalho na empresa,ID Funcionário,Nível de Satisfação com o ambiente de trabalho,Gênero,Salário por hora,Nível de envolvimento com o trabalho,Nível hierárquico,Cargo,Satisfação com o trabalho,Estado civil,Renda mensal,Salário Mensal,qtde de empresas que já trabalhou,Maior de idade,Faz hora extra,percentual de aumento de salário,score de performance,Satisfação nas relações Não trabalho,Jornada padrão de trabalho,opção de remaunração variável em ações,Total de anos trabalhados,Qtde de treinamentos realizados no último ano,Equilíbrio vida trabalho,Total de anos trabalhados na empresa,Anos trabalhados na função atual,Anos desde a última promoção,Anos trabalhando com o atual gestor
26,51,Não,Viaja raramente,632,Vendas,21,4,Marketing,1,120,3,Masculino,71,3,2,Executivo de vendas,4,Solteiro,5441,8423,0,Sim,Sim,22,4,4,80,0,11,2,1,10,7,1,0
27,30,Não,Viaja raramente,1334,Vendas,4,2,Ciências Médicas,1,121,3,Feminino,63,2,2,Executivo de vendas,2,Divorciado,5209,19760,1,Sim,Sim,12,3,2,80,3,11,4,2,11,8,2,7
28,46,Não,Viaja frequentemente,638,Pesquisa e Desenvolvimento,1,3,Ciências Médicas,1,124,3,Masculino,40,2,3,Reprentante de saúde,1,Casado,10673,3142,2,Sim,Sim,13,3,3,80,1,21,5,2,10,9,9,5
29,54,Não,Viaja raramente,1217,Pesquisa e Desenvolvimento,2,4,EnsiNão técnico,1,126,1,Feminino,60,3,3,Diretor de pesquisa,3,Casado,13549,24001,9,Sim,Não,12,3,1,80,1,16,5,1,4,3,0,3
30,24,Não,Viaja raramente,1353,Vendas,3,2,Outras,1,128,1,Feminino,33,3,2,Executivo de vendas,3,Casado,4999,17519,0,Sim,Não,21,4,1,80,1,4,2,2,3,2,0,2
31,58,Não,Viaja raramente,682,Vendas,10,4,Ciências Médicas,1,131,4,Masculino,37,3,4,Executivo de vendas,3,Solteiro,13872,24409,0,Sim,Não,13,3,3,80,0,38,1,2,37,10,1,8
32,50,Não,Viaja frequentemente,1115,Pesquisa e Desenvolvimento,1,3,Ciências Humanas,1,141,1,Feminino,73,3,5,Diretor de pesquisa,2,Casado,18172,9755,3,Sim,Sim,19,3,1,80,0,28,1,2,8,3,0,7
33,51,Não,Viaja frequentemente,1456,Pesquisa e Desenvolvimento,1,4,Ciências Médicas,1,145,1,Feminino,30,2,3,Reprentante de saúde,1,Solteiro,7484,25796,3,Sim,Não,20,4,3,80,0,23,1,2,13,12,12,8
34,30,Não,Viaja frequentemente,1312,Pesquisa e Desenvolvimento,23,3,Ciências Humanas,1,159,1,Masculino,96,1,1,Pesquisador cientista,3,Divorciado,2613,22310,1,Sim,Não,25,4,3,80,3,10,2,2,10,7,0,9
35,31,Sim,Viaja raramente,249,Vendas,6,4,Ciências Humanas,1,163,2,Masculino,76,1,2,Executivo de vendas,3,Casado,6172,20739,4,Sim,Sim,18,3,2,80,0,12,3,2,7,7,7,7
36,26,Não,Viaja raramente,841,Pesquisa e Desenvolvimento,6,3,Outras,1,164,3,Feminino,46,2,1,Pesquisador cientista,2,Casado,2368,23300,1,Sim,Não,19,3,3,80,0,5,3,2,5,4,4,3
37,58,Sim,Viaja raramente,147,Pesquisa e Desenvolvimento,23,4,Ciências Médicas,1,165,4,Feminino,94,3,3,Reprentante de saúde,4,Casado,10312,3465,1,Sim,Não,12,3,4,80,1,40,3,2,40,10,15,6
38,19,Sim,Viaja raramente,528,Vendas,22,1,Marketing,1,167,4,Masculino,50,3,1,Representante de vendas,3,Solteiro,1675,26820,1,Sim,Sim,19,3,4,80,0,0,2,2,0,0,0,0
39,49,Não,Viaja raramente,470,Pesquisa e Desenvolvimento,20,4,Ciências Médicas,1,170,3,Feminino,96,3,2,Diretor de manufatura,1,Casado,6567,5549,1,Sim,Não,14,3,3,80,0,16,2,2,15,11,5,11
40,30,Não,Viaja raramente,1240,Recursos HumaNãos,9,3,Recursos HumaNãos,1,184,3,Masculino,48,3,2,Recursos HumaNãos,4,Casado,6347,13982,0,Sim,Sim,19,3,4,80,0,12,2,1,11,9,4,7
41,45,Não,Viaja raramente,1316,Pesquisa e Desenvolvimento,29,3,Ciências Médicas,1,192,3,Masculino,83,3,1,Pesquisador cientista,4,Solteiro,3452,9752,5,Sim,Não,13,3,2,80,0,9,2,2,6,5,0,3
42,30,Não,Viaja raramente,438,Pesquisa e Desenvolvimento,18,3,Ciências Humanas,1,194,1,Feminino,75,3,1,Pesquisador cientista,3,Solteiro,2632,23910,1,Sim,Não,14,3,3,80,0,5,4,2,5,4,0,4
43,41,Não,Viaja frequentemente,857,Pesquisa e Desenvolvimento,10,3,Ciências Humanas,1,199,4,Masculino,91,2,4,Gerente,1,Divorciado,17181,12888,4,Sim,Não,13,3,2,80,1,21,2,2,7,6,7,7
44,53,Não,Viaja raramente,1436,Vendas,6,2,Marketing,1,205,2,Masculino,34,3,2,Representante de vendas,3,Casado,2306,16047,2,Sim,Sim,20,4,4,80,1,13,3,1,7,7,4,5
45,45,Não,Viaja raramente,194,Pesquisa e Desenvolvimento,9,3,Ciências Humanas,1,206,2,Masculino,60,3,2,Técnico de Laboratório,2,Divorciado,2348,10901,8,Sim,Não,18,3,3,80,1,20,2,1,17,9,0,15
46,58,Não,Viaja raramente,1145,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,214,2,Feminino,75,2,1,Pesquisador cientista,2,Casado,3346,11873,4,Sim,Sim,20,4,2,80,1,9,3,2,1,0,0,0
47,40,Não,Viaja raramente,630,Vendas,4,4,Marketing,1,215,3,Masculino,67,2,3,Executivo de vendas,4,Casado,10855,8552,7,Sim,Não,11,3,1,80,1,15,2,2,12,11,2,11
48,27,Não,Não Viaja,691,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,218,4,Masculino,57,3,1,Pesquisador cientista,2,Divorciado,2024,5970,6,Sim,Não,18,3,4,80,1,6,1,1,2,2,2,2
49,28,Não,Viaja raramente,440,Pesquisa e Desenvolvimento,21,3,Ciências Médicas,1,221,3,Masculino,42,3,1,Pesquisador cientista,4,Casado,2713,6672,1,Sim,Não,11,3,3,80,1,5,2,1,5,2,0,2
50,57,Não,Viaja raramente,334,Pesquisa e Desenvolvimento,24,2,Ciências Humanas,1,223,3,Masculino,83,4,3,Reprentante de saúde,4,Divorciado,9439,23402,3,Sim,Sim,16,3,2,80,1,12,2,1,5,3,1,4
51,27,Não,Não Viaja,1450,Pesquisa e Desenvolvimento,3,3,Ciências Médicas,1,224,3,Masculino,79,2,1,Pesquisador cientista,3,Divorciado,2566,25326,1,Sim,Sim,15,3,4,80,1,1,2,2,1,1,0,1
52,27,Não,Viaja raramente,1157,Pesquisa e Desenvolvimento,17,3,EnsiNão técnico,1,233,3,Masculino,51,3,1,Pesquisador cientista,2,Casado,3058,13364,0,Sim,Sim,16,3,4,80,1,6,3,2,5,2,1,1
53,36,Não,Viaja frequentemente,1480,Pesquisa e Desenvolvimento,3,2,Ciências Médicas,1,238,4,Masculino,30,3,1,Técnico de Laboratório,2,Solteiro,2088,15062,4,Sim,Não,12,3,3,80,0,13,3,2,8,7,7,2
54,19,Sim,Viaja raramente,303,Pesquisa e Desenvolvimento,2,3,Ciências Humanas,1,243,2,Masculino,47,2,1,Técnico de Laboratório,4,Solteiro,1102,9241,1,Sim,Não,22,4,3,80,0,1,3,2,1,0,1,0
55,41,Sim,Viaja raramente,1356,Vendas,20,2,Marketing,1,248,2,Feminino,70,3,1,Representante de vendas,2,Solteiro,3140,21728,1,Sim,Sim,22,4,4,80,0,4,5,2,4,3,0,2
56,50,Não,Viaja raramente,328,Pesquisa e Desenvolvimento,1,3,Ciências Médicas,1,249,3,Masculino,86,2,1,Técnico de Laboratório,3,Casado,3690,3425,2,Sim,Não,15,3,4,80,1,5,2,2,3,2,0,2
57,34,Não,Viaja frequentemente,1069,Pesquisa e Desenvolvimento,2,1,Ciências Humanas,1,256,4,Masculino,45,2,2,Diretor de manufatura,3,Casado,9547,14074,1,Sim,Não,17,3,3,80,0,10,2,2,10,9,1,9
58,27,Não,Viaja raramente,894,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,260,4,Feminino,99,3,1,Pesquisador cientista,2,Solteiro,2279,11781,1,Sim,Não,16,3,4,80,0,7,2,2,7,7,0,3
59,37,Não,Viaja raramente,290,Pesquisa e Desenvolvimento,21,3,Ciências Humanas,1,267,2,Masculino,65,4,1,Pesquisador cientista,1,Casado,3564,22977,1,Sim,Sim,12,3,1,80,1,8,3,2,8,7,1,7
60,38,Não,Viaja raramente,1084,Pesquisa e Desenvolvimento,29,3,EnsiNão técnico,1,273,4,Masculino,54,3,2,Diretor de manufatura,4,Casado,6261,4185,3,Sim,Não,18,3,1,80,1,9,3,1,7,7,1,7
61,29,Sim,Viaja raramente,121,Vendas,27,3,Marketing,1,283,2,Feminino,35,3,3,Executivo de vendas,4,Casado,7639,24525,1,Sim,Não,22,4,4,80,3,10,3,2,10,4,1,9
62,22,Não,Viaja raramente,1136,Pesquisa e Desenvolvimento,5,3,Ciências Humanas,1,284,4,Masculino,60,4,1,Pesquisador cientista,2,Divorciado,2328,12392,1,Sim,Sim,16,3,1,80,1,4,2,2,4,2,2,2
63,40,Não,Não Viaja,1151,Pesquisa e Desenvolvimento,9,5,Ciências Humanas,1,287,4,Masculino,63,2,2,Reprentante de saúde,4,Casado,4876,14242,9,Sim,Não,14,3,4,80,1,5,5,1,3,2,0,2
64,32,Sim,Viaja raramente,1045,Vendas,4,4,Ciências Médicas,1,291,4,Masculino,32,1,3,Executivo de vendas,4,Casado,10400,25812,1,Sim,Não,11,3,3,80,0,14,2,2,14,8,9,8
65,51,Não,Viaja raramente,1469,Pesquisa e Desenvolvimento,8,4,Ciências Humanas,1,296,2,Masculino,81,2,3,Diretor de pesquisa,2,Casado,12490,15736,5,Sim,Não,16,3,4,80,2,16,5,1,10,9,4,7
66,30,Sim,Viaja frequentemente,334,Vendas,26,4,Marketing,1,299,3,Feminino,52,2,2,Executivo de vendas,1,Solteiro,6696,22967,5,Sim,Não,15,3,3,80,0,9,5,2,6,3,0,1
67,29,Sim,Viaja raramente,992,Pesquisa e Desenvolvimento,1,3,EnsiNão técnico,1,300,3,Masculino,85,3,1,Pesquisador cientista,3,Solteiro,2058,19757,0,Sim,Não,14,3,4,80,0,7,1,2,6,2,1,5
68,38,Não,Viaja raramente,119,Vendas,3,3,Ciências Humanas,1,307,1,Masculino,76,3,3,Executivo de vendas,3,Divorciado,10609,9647,0,Sim,Não,12,3,3,80,2,17,6,2,16,10,5,13
69,29,Sim,Viaja raramente,896,Pesquisa e Desenvolvimento,18,1,Ciências Médicas,1,315,3,Masculino,86,2,1,Pesquisador cientista,4,Solteiro,2389,14961,1,Sim,Sim,13,3,3,80,0,4,3,2,4,3,0,1
70,52,Não,Viaja raramente,1323,Pesquisa e Desenvolvimento,2,3,Ciências Humanas,1,316,3,Feminino,89,2,1,Técnico de Laboratório,4,Solteiro,3212,3300,7,Sim,Não,15,3,2,80,0,6,3,2,2,2,2,2
71,59,Não,Viaja raramente,818,Recursos HumaNãos,6,2,Ciências Médicas,1,321,2,Masculino,52,3,1,Recursos HumaNãos,3,Casado,2267,25657,8,Sim,Não,17,3,4,80,0,7,2,2,2,2,2,2
72,50,Não,Viaja raramente,854,Vendas,1,4,Ciências Médicas,1,323,4,Feminino,68,3,5,Gerente,4,Divorciado,19517,24118,3,Sim,Não,11,3,3,80,1,32,3,2,7,0,0,6
73,33,Sim,Viaja raramente,813,Pesquisa e Desenvolvimento,14,3,Ciências Médicas,1,325,3,Masculino,58,3,1,Técnico de Laboratório,4,Casado,2436,22149,5,Sim,Sim,13,3,3,80,1,8,2,1,5,4,0,4
74,32,Sim,Viaja raramente,515,Pesquisa e Desenvolvimento,1,3,Ciências Humanas,1,331,4,Masculino,62,2,1,Técnico de Laboratório,3,Solteiro,3730,9571,0,Sim,Sim,14,3,4,80,0,4,2,1,3,2,1,2
75,41,Não,Viaja raramente,1411,Pesquisa e Desenvolvimento,19,2,Ciências Humanas,1,334,3,Masculino,36,3,2,Pesquisador cientista,1,Divorciado,3072,19877,2,Sim,Não,16,3,1,80,2,17,2,2,1,0,0,0
76,33,Não,Viaja raramente,832,Pesquisa e Desenvolvimento,5,4,Ciências Humanas,1,338,3,Feminino,63,2,1,Pesquisador cientista,4,Casado,2911,14776,1,Sim,Não,13,3,3,80,1,2,2,2,2,2,0,2
77,37,Não,Viaja raramente,1017,Pesquisa e Desenvolvimento,1,2,Ciências Médicas,1,340,3,Feminino,83,2,1,Pesquisador cientista,1,Casado,3920,18697,2,Sim,Não,14,3,1,80,1,17,2,2,3,1,0,2
78,51,Não,Viaja raramente,833,Pesquisa e Desenvolvimento,1,3,Ciências Humanas,1,353,3,Masculino,96,3,1,Pesquisador cientista,4,Casado,2723,23231,1,Sim,Não,11,3,2,80,0,1,0,2,1,0,0,0
79,32,Não,Viaja frequentemente,1311,Pesquisa e Desenvolvimento,7,3,Ciências Humanas,1,359,2,Masculino,100,4,1,Técnico de Laboratório,2,Casado,2794,26062,1,Sim,Não,20,4,3,80,0,5,3,1,5,1,0,3
80,46,Não,Viaja raramente,488,Vendas,2,3,EnsiNão técnico,1,363,3,Feminino,75,1,4,Gerente,2,Casado,16872,14977,3,Sim,Sim,12,3,2,80,1,28,2,2,7,7,7,7
81,28,Sim,Viaja raramente,529,Pesquisa e Desenvolvimento,2,4,Ciências Humanas,1,364,1,Masculino,79,3,1,Técnico de Laboratório,3,Solteiro,3485,14935,2,Sim,Não,11,3,3,80,0,5,5,1,0,0,0,0
82,47,Sim,Não Viaja,666,Pesquisa e Desenvolvimento,29,4,Ciências Humanas,1,376,1,Masculino,88,3,3,Gerente,2,Casado,11849,10268,1,Sim,Sim,12,3,4,80,1,10,2,2,10,7,9,9
83,28,Não,Viaja raramente,1158,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,377,4,Masculino,94,3,1,Pesquisador cientista,4,Casado,2070,2613,1,Sim,Não,23,4,4,80,1,5,3,2,5,2,0,4
84,35,Não,Viaja raramente,1315,Pesquisa e Desenvolvimento,22,3,Ciências Humanas,1,381,2,Feminino,71,4,3,Gerente,2,Divorciado,11996,19100,7,Sim,Não,18,3,2,80,1,10,6,2,7,7,6,2
85,26,Não,Viaja frequentemente,1479,Pesquisa e Desenvolvimento,1,3,Ciências Humanas,1,384,3,Feminino,84,3,2,Diretor de manufatura,2,Divorciado,6397,26767,1,Sim,Não,20,4,1,80,1,6,6,1,6,5,1,4
86,50,Não,Viaja raramente,797,Pesquisa e Desenvolvimento,4,1,Ciências Humanas,1,385,1,Masculino,96,3,5,Diretor de pesquisa,2,Divorciado,19144,15815,3,Sim,Não,14,3,1,80,2,28,4,2,10,4,1,6
87,53,Não,Viaja raramente,1070,Pesquisa e Desenvolvimento,3,4,Ciências Médicas,1,386,3,Masculino,45,3,4,Diretor de pesquisa,3,Casado,17584,21016,3,Sim,Sim,16,3,4,80,3,21,5,2,5,3,1,3
88,29,Não,Viaja frequentemente,442,Vendas,2,2,Ciências Humanas,1,388,2,Masculino,44,3,2,Executivo de vendas,4,Solteiro,4554,20260,1,Sim,Não,18,3,1,80,0,10,3,2,10,7,0,9
89,44,Sim,Viaja frequentemente,920,Pesquisa e Desenvolvimento,24,3,Ciências Humanas,1,392,4,Masculino,43,3,1,Técnico de Laboratório,3,Divorciado,3161,19920,3,Sim,Sim,22,4,4,80,1,19,0,1,1,0,0,0
90,31,Não,Viaja frequentemente,444,Vendas,5,3,Marketing,1,399,4,Feminino,84,3,1,Representante de vendas,2,Divorciado,2789,3909,1,Sim,Não,11,3,3,80,1,2,5,2,2,2,2,2
91,37,Não,Viaja frequentemente,889,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,403,2,Masculino,53,3,1,Pesquisador cientista,4,Casado,2326,11411,1,Sim,Sim,12,3,3,80,3,4,3,2,4,2,1,2
92,35,Não,Viaja raramente,1232,Vendas,16,3,Marketing,1,406,3,Masculino,96,3,3,Executivo de vendas,2,Casado,8020,5100,0,Sim,Não,15,3,3,80,2,12,3,2,11,9,6,9
93,31,Não,Viaja raramente,218,Vendas,7,3,EnsiNão técnico,1,416,2,Masculino,100,4,2,Executivo de vendas,4,Casado,6929,12241,4,Sim,Não,11,3,2,80,1,10,3,2,8,7,7,7
94,39,Não,Viaja raramente,1132,Pesquisa e Desenvolvimento,1,3,Ciências Médicas,1,417,3,Masculino,48,4,3,Reprentante de saúde,4,Divorciado,9613,10942,0,Sim,Não,17,3,1,80,3,19,5,2,18,10,3,7
95,32,Não,Viaja raramente,906,Vendas,7,3,Ciências Humanas,1,420,4,Masculino,91,2,2,Executivo de vendas,3,Casado,5484,16985,1,Sim,Não,14,3,3,80,1,13,3,2,13,8,4,8
96,31,Não,Viaja raramente,192,Pesquisa e Desenvolvimento,2,4,Ciências Humanas,1,426,3,Masculino,32,3,1,Pesquisador cientista,4,Divorciado,2695,7747,0,Sim,Sim,18,3,2,80,1,3,2,1,2,2,2,2
97,52,Sim,Viaja raramente,723,Pesquisa e Desenvolvimento,8,4,Ciências Médicas,1,433,3,Masculino,85,2,2,Pesquisador cientista,2,Casado,4941,17747,2,Sim,Não,15,3,1,80,0,11,3,2,8,2,7,7
98,27,Não,Viaja raramente,1220,Pesquisa e Desenvolvimento,5,3,Ciências Humanas,1,434,3,Feminino,85,3,1,Pesquisador cientista,2,Solteiro,2478,20938,1,Sim,Sim,12,3,2,80,0,4,2,2,4,3,1,2
99,32,Não,Viaja raramente,1018,Pesquisa e Desenvolvimento,2,4,Ciências Médicas,1,439,1,Feminino,74,4,2,Pesquisador cientista,4,Solteiro,5055,10557,7,Sim,Não,16,3,3,80,0,10,0,2,7,7,0,7
100,28,Sim,Viaja raramente,1157,Pesquisa e Desenvolvimento,2,4,Ciências Médicas,1,440,1,Masculino,84,1,1,Pesquisador cientista,4,Casado,3464,24737,5,Sim,Sim,13,3,4,80,0,5,4,2,3,2,2,2
101,39,Sim,Viaja raramente,1162,Vendas,3,2,Ciências Médicas,1,445,4,Feminino,41,3,2,Executivo de vendas,3,Casado,5238,17778,4,Sim,Sim,18,3,1,80,0,12,3,2,1,0,0,0
102,33,Não,Viaja frequentemente,508,Vendas,10,3,Marketing,1,446,2,Masculino,46,2,2,Executivo de vendas,4,Solteiro,4682,4317,3,Sim,Não,14,3,3,80,0,9,6,2,7,7,0,1
103,54,Não,Viaja frequentemente,928,Pesquisa e Desenvolvimento,20,4,Ciências Humanas,1,450,4,Feminino,31,3,2,Pesquisador cientista,3,Solteiro,4869,16885,3,Sim,Não,12,3,4,80,0,20,4,2,4,3,0,3
104,43,Não,Viaja raramente,1001,Pesquisa e Desenvolvimento,7,3,Ciências Humanas,1,451,3,Feminino,43,3,3,Reprentante de saúde,1,Casado,9985,9262,8,Sim,Não,16,3,1,80,1,10,1,2,1,0,0,0
105,40,Não,Viaja raramente,1124,Vendas,1,2,Ciências Médicas,1,453,2,Masculino,57,1,2,Executivo de vendas,4,Casado,7457,13273,2,Sim,Sim,22,4,3,80,3,6,2,2,4,3,0,2
106,29,Sim,Viaja raramente,318,Pesquisa e Desenvolvimento,8,4,Outras,1,454,2,Masculino,77,1,1,Técnico de Laboratório,1,Casado,2119,4759,1,Sim,Sim,11,3,4,80,0,7,4,2,7,7,0,7
107,37,Não,Viaja raramente,1192,Pesquisa e Desenvolvimento,5,2,Ciências Médicas,1,460,4,Masculino,61,3,2,Diretor de manufatura,4,Divorciado,6347,23177,7,Sim,Não,16,3,3,80,2,8,2,2,6,2,0,4
108,31,Não,Viaja raramente,1232,Pesquisa e Desenvolvimento,7,4,Ciências Médicas,1,462,3,Feminino,39,3,3,Diretor de manufatura,4,Solteiro,7143,25713,1,Sim,Sim,14,3,3,80,0,11,2,2,11,9,4,10
109,23,Não,Viaja raramente,1309,Pesquisa e Desenvolvimento,26,1,Ciências Humanas,1,465,3,Masculino,83,3,1,Pesquisador cientista,4,Divorciado,2904,16092,1,Sim,Não,12,3,3,80,2,4,2,2,4,2,0,2
110,29,Não,Não Viaja,746,Vendas,2,3,Ciências Humanas,1,469,4,Masculino,61,3,2,Executivo de vendas,3,Casado,4649,16928,1,Sim,Não,14,3,1,80,1,4,3,2,4,3,0,2
111,48,Não,Viaja raramente,530,Vendas,29,1,Ciências Médicas,1,473,1,Feminino,91,3,3,Gerente,3,Casado,12504,23978,3,Sim,Não,21,4,2,80,1,15,3,1,0,0,0,0
112,21,Não,Não Viaja,895,Vendas,9,2,Ciências Médicas,1,484,1,Masculino,39,3,1,Representante de vendas,4,Solteiro,2610,2851,1,Sim,Não,24,4,3,80,0,3,3,2,3,2,2,2
113,51,Não,Viaja raramente,1178,Vendas,14,2,Ciências Humanas,1,500,3,Feminino,87,3,2,Executivo de vendas,4,Casado,4936,14862,4,Sim,Não,11,3,3,80,1,18,2,2,7,7,0,7
